 51  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
;This dataset is freely available with one restriction:
;If you use the data or some product based on the data in a published 
;paper refer to one of the publications and acknowlege receipt of the 
;dataset (mention version used) from VIRGO Team through PMOD/WRC, Davos,
;Switzerland, and acknowledge "unpublished data from the VIRGO Experiment 
;on the cooperative ESA/NASA Mission SoHO"
;The data are also available from the ftp server OBSUN.PMODWRC.CH in the directory 
;/data/irradiance/virgo/virgo_tsi_d_v4_901.dat or virgo_tsi_h_v4_901.dat
;as daily and hourly values respectively. These files contain VIRGO, DIARAD 
;and PMO6-V data at level 2.0 (determined by comparison of level 1.8 data 
;of DIARAD and PMO6-V: non-exposure dependent changes) and level 1.8 (determined 
;by comparison of backup and operational individual radiometers: exposure dependent 
;changes). The level 1.8 DIARAD data are also available from 
;http://remotesensing.oma.be/solarconstant/virgo/diarad_data.htm
;
;Selected REFERENCES:
;(1)   Fr{\"o}hlich, C., Crommelynck, D., Wehrli, C., Anklin, M., Dewitte, S., Fichot,
;      A., Finsterle, W., Jim{\e}nez, A., Chevalier, A. and Roth, H.~J.: 1997,
;      In-flight performances of {VIRGO} solar irradiance instruments on {SOHO},
20010506 1366.51465 1366.98010 1366.04932 1367.36365 1366.39966
20010507 1366.44922 1366.93054 1365.96802 1367.31494 1366.32227
20010508 1366.43884 1366.90991 1365.96790 1367.29541 1366.32642
20010509 1366.38721 1366.85596 1365.91833 1367.24280 1366.28101
20010510 1366.27405 1366.74744 1365.80054 1367.13562 1366.16724
20010511 1366.00635 1366.46704 1365.54565 1366.85681 1365.91626
20010512 1365.66528 1366.13013 1365.20056 1366.52161 1365.57520
20010513 1365.57568 1366.03467 1365.11670 1366.42786 1365.49548
20010514 1365.64526 1366.12732 1365.16309 1366.52246 1365.54614
20010515 1365.86157 1366.31311 1365.41284 1366.71008 1365.80054
20010516 1366.11926 1366.57080 1365.66760 1366.96985 1366.06018
20010517 1366.36096 1366.80396 1365.91797 1367.20520 1366.31567
20010518 1366.49854 1366.94629 1366.05066 1367.34912 1366.45313
20010519 1366.48718 1366.93762 1366.03687 1367.34119 1366.44263
20010520 1366.42236 1366.87402 1365.97058 1367.27783 1366.37903
20010521 1366.27625 1366.72437 1365.82813 1367.12805 1366.23877
20010522 1366.03027 1366.48206 1365.57849 1366.88599 1365.99084
20010523 1365.72375 1366.15808 1365.28943 1366.56189 1365.70313
20010524 1365.63049 1366.07092 1365.19006 1366.47485 1365.60474
20010525 1365.76013 1366.20435 1365.32275 1366.60828 1365.73816
20010526 1366.00854 1366.43970 1365.57751 1366.84375 1365.99341
20010527 1366.32166 1366.75220 1365.89111 1367.15637 1366.30750
20010528 1366.60229 1367.05127 1366.15320 1367.45544 1366.57031
20010529 1366.74634 1367.19397 1366.29871 1367.59827 1366.71655
20010530 1366.70837 1367.15027 1366.26648 1367.55457 1366.68542
20010531 1366.59167 1367.01880 1366.14307 1367.42322 1366.56299
20010601 1366.50183 1366.95862 1366.04504 1367.36304 1366.46631
20010602 1366.44385 1366.88928 1365.99829 1367.29395 1366.42053
20010603 1366.27917 1366.71704 1365.85327 1367.12158 1366.27612
20010604 1366.03125 1366.48254 1365.57886 1366.88721 1366.00220
20010605 1366.00842 1366.46509 1365.55176 1366.86987 1365.97559
20010606 1366.10803 1366.53760 1365.66711 1366.94250 1366.09167
20010607 1366.02625 1366.47949 1365.57202 1366.88440 1365.99756
20010608 1365.63342 1366.08972 1365.17712 1366.49475 1365.60376
20010609 1365.21436 1365.67200 1364.75598 1366.07703 1365.18359
20010610 1365.31653 1365.75720 1364.87390 1366.16235 1365.30249
20010611 1365.64026 1366.08887 1365.19177 1366.49402 1365.62134
20010612 1366.07507 1366.49792 1365.65210 1366.90320 1366.08264
20010613 1366.21570 1366.68884 1365.74805 1367.09412 1366.17957
20010614 1366.25037 1366.70203 1365.80530 1367.10742 1366.23767
20010615 1366.27563 1366.69531 1365.84717 1367.10083 1366.28064
20010616 1365.94238 1366.38586 1365.49756 1366.79138 1365.93225
20010617 1365.64270 1366.09558 1365.18982 1366.50122 1365.62573
20010618 1365.41956 1365.87061 1364.95862 1366.27625 1365.39575
20010619 1365.29004 1365.74158 1364.83838 1366.14734 1365.27710
20010620 1365.27136 1365.72656 1364.81763 1366.13245 1365.25769
20010621 1365.51355 1365.97693 1365.05017 1366.38281 1365.49109
20010622 1365.96960 1366.45850 1365.50610 1366.86450 1365.94788
20010623 1366.28577 1366.76526 1365.81116 1367.17126 1366.25342
20010624 1366.44312 1366.91187 1365.97729 1367.31799 1366.41992
20010625 1366.45581 1366.92505 1365.99023 1367.33118 1366.43311
20010626 1366.29456 1366.75952 1365.82971 1367.16577 1366.27246
20010627 1366.30591 1366.76001 1365.85449 1367.16638 1366.29736
20010628 1366.36316 1366.82361 1365.90271 1367.22998 1366.34558
20010629 1366.43298 1366.88721 1365.96875 1367.29358 1366.41150
20010630 1366.50525 1366.96179 1366.04858 1367.36841 1366.49133
20010701 1366.70654 1367.16638 1366.24683 1367.57288 1366.68921
20010702 1366.93823 1367.34949 1366.47363 1367.75610 1366.91565
20010703 1366.80090 1367.30762 1366.29688 1367.71436 1366.73853
20010704 1366.65515 1367.11609 1366.19238 1367.52295 1366.63342
20010705 1366.47461 1366.93469 1366.01453 1367.34155 1366.45508
20010706 1366.34412 1366.82117 1365.86719 1367.22803 1366.30725
20010707 1366.24768 1366.68982 1365.80554 1367.09680 1366.24524
20010708 1366.14380 1366.59021 1365.69739 1366.99731 1366.13660
20010709 1366.17444 1366.60876 1365.74011 1367.01587 1366.17920
20010710 1366.37671 1366.80017 1365.95020 1367.20740 1366.38904
20010711 1366.57275 1366.99353 1366.14294 1367.40088 1366.58154
20010712 1366.59888 1367.02393 1366.15833 1367.43115 1366.59668
20010713 1366.50061 1366.94568 1366.05566 1367.35303 1366.49365
20010714 1366.25183 1366.69226 1365.79663 1367.09961 1366.23425
20010715 1366.01746 1366.47180 1365.56323 1366.87927 1366.00037
20010716 1365.86609 1366.31531 1365.41687 1366.72290 1365.85352
20010717 1365.95947 1366.38721 1365.53455 1366.79480 1365.97046
20010718 1366.14307 1366.56262 1365.71228 1366.97034 1366.14746
20010719 1366.27173 1366.71399 1365.82959 1367.12170 1366.26404
20010720 1366.25134 1366.69470 1365.80786 1367.10254 1366.24170
20010721 1366.16858 1366.59338 1365.71985 1367.00122 1366.15283
20010722 1366.09839 1366.52502 1365.67175 1366.93298 1366.10376
20010723 1366.14331 1366.57007 1365.69910 1366.97803 1366.13013
20010724 1366.14063 1366.58740 1365.71729 1366.99536 1366.14746
20010725 1366.16748 1366.62585 1365.70911 1367.03406 1366.13867
20010726 1366.21082 1366.67175 1365.74976 1367.07996 1366.17847
20010727 1366.33398 1366.75842 1365.88940 1367.16675 1366.31726
20010728 1366.43372 1366.81458 1366.00012 1367.22290 1366.42676
20010729 1366.52612  -99.00000 1366.09302  -99.00000 1366.51855
20010730 1366.42554 1366.88611 1365.96484 1367.29456 1366.38989
20010731 1366.42554 1366.85754 1365.99341 1367.26599 1366.41760
20010801 1366.36694 1366.79724 1365.91846 1367.20569 1366.34204
20010802 1366.24219 1366.71216 1365.77222 1367.12073 1366.19543
20010803 1366.07703 1366.54614 1365.59460 1366.95471 1366.01746
20010804 1365.67200 1366.13879 1365.20532 1366.54749 1365.62756
20010805 1365.47449 1365.93762 1365.01123 1366.34644 1365.43286
20010806 1365.59656 1366.02795 1365.13586 1366.43677 1365.55664
20010807 1365.69006 1366.13196 1365.24805 1366.54089 1365.66809
20010808 1365.94934 1366.41211 1365.48645 1366.82104 1365.90576
20010809 1366.16772 1366.62878 1365.70667 1367.03772 1366.12524
20010810 1366.19946 1366.66101 1365.73792 1367.07007 1366.15601
20010811 1365.80969 1366.27417 1365.34534 1366.68323 1365.76294
20010812 1365.79956 1366.27222 1365.32678 1366.68140 1365.74426
20010813 1365.96521 1366.42566 1365.50928 1366.83484 1365.92639
20010814 1366.26184 1366.71094 1365.81262 1367.12024 1366.22913
20010815 1366.46411 1366.88696 1366.01599 1367.29626 1366.43152
20010816 1366.60388 1367.06409 1366.14368 1367.47351 1366.55823
20010817 1366.71948 1367.17200 1366.26709 1367.58142 1366.68030
20010818 1366.44641 1366.89673 1365.99597 1367.30627 1366.40771
20010819 1366.14233 1366.59375 1365.69080 1367.00330 1366.10071
20010820 1365.92944 1366.38147 1365.47729 1366.79065 1365.88489
20010821 1365.87891 1366.32300 1365.42969 1366.73181 1365.83447
20010822 1365.98303 1366.43445 1365.53162 1366.84229 1365.93311
20010823 1366.20471 1366.67273 1365.73596 1367.07874 1366.13330
20010824 1366.33484 1366.79712 1365.87256 1367.20093 1366.26501
20010825 1366.27356 1366.72827 1365.81885 1367.12964 1366.20654
20010826 1366.12842 1366.58484 1365.67188 1366.98450 1366.05518
20010827 1366.05713 1366.52002 1365.59424 1366.91797 1365.97302
20010828 1366.06738 1366.53564 1365.59888 1366.93201 1365.97327
20010829 1366.01587 1366.47083 1365.56091 1366.86572 1365.93115
20010830 1365.84668 1366.30762 1365.38562 1366.70105 1365.75195
20010831 1365.81055 1366.27136 1365.34973 1366.66345 1365.71240
20010901 1365.82837 1366.27710 1365.37952 1366.66797 1365.73865
20010902 1365.79260 1366.24084 1365.34607 1366.63037 1365.70166
20010903 1365.79492 1366.25037 1365.33936 1366.63892 1365.69189
20010904 1365.88318 1366.29175 1365.43701 1366.67920 1365.78613
20010905 1365.92676 1366.38794 1365.46558 1366.77454 1365.81128
20010906 1366.16589 1366.62500 1365.70850 1367.01086 1366.05115
20010907 1366.23132 1366.68689 1365.77576 1367.07202 1366.11536
20010908 1366.02930 1366.45203 1365.58813 1366.83655 1365.92468
20010909 1365.61084 1366.06238 1365.15930 1366.44629 1365.49304
20010910 1365.29651 1365.74377 1364.84937 1366.12695 1365.18054
20010911 1365.41467 1365.80896 1364.96863 1366.19165 1365.29749
20010912 1365.63928 1366.07739 1365.20215 1366.45959 1365.52881
20010913 1365.98560 1366.45227 1365.51880 1366.83374 1365.84338
20010914 1366.29602 1366.73267 1365.85938 1367.11340 1366.18213
20010915 1366.57556 1367.02710 1366.12134 1367.40759 1366.44250
20010916 1366.67944 1367.12793 1366.23254 1367.50879 1366.55261
20010917 1366.65540 1367.10144 1366.20337 1367.48315 1366.52258
20010918 1366.43555 1366.87915 1365.98083 1367.26184 1366.29932
20010919 1366.31628 1366.75098 1365.88159 1367.13428 1366.19946
20010920 1366.16431 1366.58887 1365.72571 1366.97290 1366.04285
20010921 1365.97778 1366.40784 1365.56897 1366.79248 1365.88562
20010922 1365.67993 1366.11804 1365.22815 1366.50330 1365.54419
20010923 1365.51526 1365.96545 1365.06506 1366.35132 1365.38062
20010924 1365.30200 1365.77454 1364.82935 1366.16101 1365.14441
20010925 1365.26575 1365.70911 1364.82227 1366.09631 1365.13660
20010926 1365.46338 1365.92200 1365.00122 1366.31006 1365.31470
20010927 1365.64697 1366.08875 1365.20728 1366.47754 1365.52002
20010928 1365.85461 1366.31494 1365.37524 1366.70459 1365.68726
20010929 1366.04163 1366.52917 1365.55420 1366.91968 1365.86536
20010930 1366.21533 1366.65833 1365.77234 1367.04968 1366.08264
20011001 1366.35681 1366.80847 1365.90503 1367.20068 1366.21460
20011002 1366.55396 1367.06067 1366.04895 1367.45374 1366.35779
20011003 1366.90320 1367.39197 1366.41443 1367.78564 1366.72253
20011004 1367.24231 1367.72253 1366.76221 1368.11707 1367.06958
20011005 1367.35327 1367.81287 1366.88391 1368.20813 1367.19067
20011006 1367.13855 1367.63306 1366.64294 1368.02905 1366.94910
20011007 1366.94653 1367.44458 1366.46448 1367.84106 1366.77014
20011008 1366.81311 1367.29602 1366.33044 1367.69324 1366.63538
20011009 1366.91431 1367.39197 1366.43665 1367.78979 1366.74097
20011010 1367.04956 1367.53381 1366.56531 1367.93250 1366.86890
20011011 1367.08936 1367.53809 1366.64063 1367.93762 1366.94348
20011012 1366.99170 1367.46008 1366.51855 1367.86047 1366.82043
20011013 1366.74414 1367.21960 1366.26855 1367.62085 1366.56970
20011014 1366.42773 1366.91357 1365.94177 1367.31555 1366.24219
20011015 1366.26440 1366.76025 1365.76855 1367.16309 1366.06824
20011016 1366.19043 1366.67603 1365.68274 1367.07947 1365.98181
20011017 1366.15845 1366.64001 1365.69189 1367.04419 1365.99023
20011018 1366.19971 1366.67358 1365.72717 1367.07837 1366.02490
20011019 1366.32507 1366.78394 1365.86633 1367.18945 1366.16345
20011020 1366.45483 1366.91089 1365.99878 1367.31726 1366.29517
20011021 1366.51978 1366.97021 1366.06470 1367.37732 1366.36035
20011022 1366.56030 1367.03076 1366.09265 1367.43848 1366.38757
20011023 1366.68579 1367.12341 1366.22803 1367.53198 1366.52234
20011024 1366.68359 1367.12341 1366.23572 1367.53271 1366.52930
20011025 1366.51160 1366.96216 1366.06116 1367.37207 1366.35413
20011026 1366.25195 1366.71008 1365.79395 1367.12061 1366.08643
20011027 1366.08777 1366.54749 1365.62805 1366.95874 1365.91980
20011028 1365.85828 1366.31506 1365.40137 1366.72705 1365.69250
20011029 1365.58435 1366.04810 1365.12048 1366.46069 1365.41101
20011030 1365.49109 1365.90381 1365.05273 1366.31714 1365.34253
20011031 1365.54956 1365.98621 1365.11292 1366.40039 1365.40198
20011101 1365.74402 1366.18250 1365.29297 1366.59753 1365.58118
20011102 1365.88806 1366.33069 1365.44543 1366.74646 1365.73303
20011103 1366.04895 1366.48157 1365.61646 1366.89783 1365.90344
20011104 1366.28210 1366.73279 1365.83374 1367.14954 1366.12036
20011105 1366.45154 1366.88904 1366.01404 1367.30627 1366.30029
20011106 1366.45703 1366.90259 1365.98840 1367.32031 1366.27417
20011107 1366.32190 1366.77417 1365.86584 1367.19238 1366.15100
20011108 1365.86389 1366.30151 1365.42004 1366.72021 1365.70483
20011109 1365.48376 1365.91846 1365.04346 1366.33752 1365.32788
20011110 1365.48462 1365.95557 1365.01367 1366.37500 1365.29797
20011111 1365.87732 1366.32104 1365.43579 1366.74072 1365.71985
20011112 1366.07898 1366.53357 1365.62903 1366.95325 1365.91309
20011113 1366.32886 1366.77051 1365.88708 1367.19019 1366.17114
20011114 1366.60901 1367.07520 1366.14294 1367.49475 1366.42712
20011115 1366.71838 1367.18701 1366.24963 1367.60657 1366.53394
20011116 1366.68518 1367.09949 1366.24011 1367.51904 1366.52454
20011117 1366.37122 1366.82947 1365.91077 1367.24890 1366.19519
20011118 1366.24365 1366.70728 1365.78003 1367.12671 1366.06458
20011119 1366.24866 1366.70715 1365.79028 1367.12659 1366.07471
20011120 1366.33826 1366.82239 1365.85400 1367.24194 1366.13855
20011121 1366.69861  -99.00000 1366.23792  -99.00000 1366.52222
20011122 1366.90100  -99.00000 1366.44287  -99.00000 1366.72705
20011123 1366.94836  -99.00000 1366.49011  -99.00000 1366.77417
20011124 1367.02576  -99.00000 1366.56750  -99.00000 1366.85168
20011125 1367.02673  -99.00000 1366.56848  -99.00000 1366.85278
20011126 1366.80908  -99.00000 1366.35083  -99.00000 1366.63525
20011127 1366.56873  -99.00000 1366.11047  -99.00000 1366.39502
20011128 1366.32556  -99.00000 1365.86743  -99.00000 1366.15186
20011129 1366.09839  -99.00000 1365.64014  -99.00000 1365.92456
20011130 1365.80420  -99.00000 1365.34595  -99.00000 1365.63025
20011201 1365.79834  -99.00000 1365.34009  -99.00000 1365.62427
20011202 1365.89453  -99.00000 1365.43604  -99.00000 1365.71997
20011203 1366.04346  -99.00000 1365.58472  -99.00000 1365.86853
20011204 1366.22388  -99.00000 1365.76501  -99.00000 1366.04858
20011205 1366.25598  -99.00000 1365.79712  -99.00000 1366.08057
20011206 1366.31384  -99.00000 1365.85498  -99.00000 1366.13818
20011207 1366.59570  -99.00000 1366.13660  -99.00000 1366.41968
20011208 1367.00708  -99.00000 1366.54773  -99.00000 1366.83069
20011209 1367.12866  -99.00000 1366.66919  -99.00000 1366.95203
20011210 1366.92139  -99.00000 1366.46191  -99.00000 1366.74451
20011211 1366.76929  -99.00000 1366.30981  -99.00000 1366.59204
