;(4)   Crommelynck, D., S. Dewitte and A. Chevalier, Total Solar Irradiance 
19970122 1365.35034 1365.87598 1364.82483 1366.11975 1365.29126
19970123 1365.35657 1365.89294 1364.82019 1366.13782 1365.28577
19970124 1365.38745 1365.91235 1364.86267 1366.15833 1365.32703
19970125 1365.38403 1365.88745 1364.87683 1366.13464 1365.34009
19970126 1365.33362 1365.87122 1364.79602 1366.11938 1365.25781
19970127 1365.32178 1365.85327 1364.79016 1366.10254 1365.25098
19970128 1365.36511 1365.89417 1364.83606 1366.14453 1365.29602
19970129 1365.35291 1365.89294 1364.81384 1366.14429 1365.27319
19970130 1365.37524 1365.90613 1364.84509 1366.15857 1365.30383
19970131 1365.40381 1365.92725 1364.88037 1366.18054 1365.33850
19970201 1365.40234 1365.93762 1364.86707 1366.19202 1365.32458
19970202 1365.37451 1365.89978 1364.84937 1366.15515 1365.30640
19970203 1365.25183 1365.78906 1364.71460 1366.04553 1365.17126
19970204 1365.33228 1365.86560 1364.80432 1366.12317 1365.26074
19970205 1365.46289 1365.99268 1364.93311 1366.25134 1365.38928
19970206 1365.50732 1366.03101 1364.98328 1366.29077 1365.43909
19970207 1365.49585 1366.03662 1364.95520 1366.29749 1365.41077
19970208 1365.46619 1366.00403 1364.92834 1366.26611 1365.38354
19970209 1365.48547 1365.99988 1364.96777 1366.26331 1365.42249
19970210 1365.46130 1365.98022 1364.94250 1366.24512 1365.39673
19970211 1365.44568 1365.95776 1364.93359 1366.22400 1365.38733
19970212 1365.43152 1365.94617 1364.90332 1366.21411 1365.35681
19970213 1365.39771 1365.93347 1364.86206 1366.20276 1365.31531
19970214 1365.37964 1365.91479 1364.84229 1366.18567 1365.29529
19970215 1365.37683 1365.89417 1364.85950 1366.16638 1365.31250
19970216 1365.39587 1365.89734 1364.89429 1366.17065 1365.34729
19970217 1365.37061 1365.89905 1364.84229 1366.17346 1365.29529
19970218 1365.38257 1365.90967 1364.85547 1366.18518 1365.30835
19970219 1365.37561 1365.89966 1364.85278 1366.17627 1365.30554
19970220 1365.35242 1365.87793 1364.82678 1366.15564 1365.27942
19970221 1365.34607 1365.87842 1364.81372 1366.15723 1365.26611
19970222 1365.32764 1365.87939 1364.77588 1366.15930 1365.22803
19970223 1365.35461 1365.89258 1364.81677 1366.17371 1365.26868
19970224 1365.41528 1365.92468 1364.90137 1366.20728 1365.35278
19970225 1365.44958 1365.96570 1364.93152 1366.24963 1365.38232
19970226 1365.47632 1365.99084 1364.96606 1366.27637 1365.41638
19970227 1365.47839 1365.99390 1364.96289 1366.28064 1365.41272
19970228 1365.44275 1365.98145 1364.90405 1366.26965 1365.35339
19970301 1365.52075 1365.99463 1365.06445 1366.28406 1365.51331
19970302 1365.48511 1366.00195 1364.98962 1366.29272 1365.43799
19970303 1365.50293 1366.03577 1364.96997 1366.32800 1365.41785
19970304 1365.49597 1366.04443 1364.94739 1366.33801 1365.39478
19970305 1365.51489 1366.08020 1364.94946 1366.37488 1365.39661
19970306 1365.48877 1366.03735 1364.94214 1366.33313 1365.38904
19970307 1365.50879 1366.05432 1364.96326 1366.35120 1365.40991
19970308 1365.52197 1366.09253 1364.95142 1366.39050 1365.39783
19970309 1365.51831 1366.06873 1364.96802 1366.36780 1365.41406
19970310 1365.48865 1366.01416 1364.96313 1366.31433 1365.40894
19970311 1365.47644 1365.99951 1364.95288 1366.30078 1365.39832
19970312 1365.44531 1365.99487 1364.89575 1366.29724 1365.34106
19970313 1365.48682 1366.00732 1364.96631 1366.31091 1365.41125
19970314 1365.45032 1365.97681 1364.92383 1366.28137 1365.36865
19970315 1365.48206 1366.00354 1364.96045 1366.30908 1365.40503
19970316 1365.49536 1366.02026 1364.96997 1366.32703 1365.41431
19970317 1365.47595 1366.00977 1364.94214 1366.31750 1365.38599
19970318 1365.43555 1365.96350 1364.90759 1366.27246 1365.35107
19970319 1365.32483 1365.85913 1364.79041 1366.16956 1365.23376
19970320 1365.29761 1365.84192 1364.75317 1366.15393 1365.19653
19970321 1365.31091 1365.84802 1364.77307 1366.16174 1365.21667
19970322 1365.30396 1365.84985 1364.75806 1366.16565 1365.20227
19970323 1365.32874 1365.87720 1364.78027 1366.19543 1365.22522
19970324 1365.33289 1365.87817 1364.78760 1366.19910 1365.23328
19970325 1365.35840 1365.89111 1364.82556 1366.21423 1365.27197
19970326 1365.34338 1365.88306 1364.80444 1366.20776 1365.25110
19970327 1365.39685 1365.92786 1364.86584 1366.25354 1365.31250
19970328 1365.46643 1365.97681 1364.95605 1366.30334 1365.40259
19970329 1365.43860 1365.95569 1364.90906 1366.28333 1365.35547
19970330 1365.38574 1365.92822 1364.84314 1366.25696 1365.28931
19970331 1365.37720 1365.90906 1364.84912 1366.23889 1365.29492
19970401 1365.38794 1365.91626 1364.85986 1366.24707 1365.30530
19970402 1365.35449 1365.88721 1364.82178 1366.21887 1365.26672
19970403 1365.44690 1365.96887 1364.92383 1366.30103 1365.36792
19970404 1365.52222 1366.06238 1364.98206 1366.39417 1365.42468
19970405 1365.57581 1366.10547 1365.04309 1366.43616 1365.48364
19970406 1365.58655 1366.12769 1365.04553 1366.45715 1365.48340
19970407 1365.58911 1366.12732 1365.05090 1366.45520 1365.48560
19970408 1365.52747 1366.08215 1364.97278 1366.40796 1365.40356
19970409 1365.49609 1366.02441 1364.96765 1366.34851 1365.39502
19970410 1365.42737 1365.96277 1364.89368 1366.28577 1365.31848
19970411 1365.46643 1366.01147 1364.91772 1366.33362 1365.34033
19970412 1365.50928 1366.06372 1364.94714 1366.38513 1365.36755
19970413 1365.49976 1366.02368 1364.97595 1366.34412 1365.39453
19970414 1365.41650 1365.93994 1364.89294 1366.25964 1365.30957
19970415 1365.35693 1365.87024 1364.84656 1366.18896 1365.26147
19970416 1365.33191 1365.86450 1364.79919 1366.18262 1365.21265
19970417 1365.32886 1365.85864 1364.79980 1366.17603 1365.21179
19970418 1365.38147 1365.90015 1364.86279 1366.21704 1365.27344
19970419 1365.35547 1365.89294 1364.81812 1366.20984 1365.22754
19970420 1365.36462 1365.89197 1364.84021 1366.20911 1365.24866
19970421 1365.36804 1365.89465 1364.84131 1366.21228 1365.24890
19970422 1365.33167 1365.86975 1364.79370 1366.18787 1365.20081
19970423 1365.34949 1365.87231 1364.82629 1366.19116 1365.23303
19970424 1365.37036 1365.88843 1364.85217 1366.20813 1365.25867
19970425 1365.39551 1365.93103 1364.85889 1366.25122 1365.26489
19970426 1365.39490 1365.93262 1364.85706 1366.25354 1365.26257
19970427 1365.47241 1365.99927 1364.94556 1366.32080 1365.35046
19970428 1365.46484 1366.01550 1364.91418 1366.33777 1365.31860
19970429 1365.47693 1366.00549 1364.94824 1366.32837 1365.35229
19970430 1365.49890 1366.03613 1364.96362 1366.35962 1365.36743
19970501 1365.52942 1366.06799 1364.99084 1366.39221 1365.39478
19970502 1365.57886 1366.10059 1365.05713 1366.42529 1365.46143
19970503 1365.53845 1366.08643 1364.99060 1366.41174 1365.39526
19970504 1365.51929 1366.05249 1364.98621 1366.37854 1365.39099
19970505 1365.54370 1366.06750 1365.02429 1366.39417 1365.42920
19970506 1365.52319 1366.04626 1365.00012 1366.37354 1365.40515
19970507 1365.46777  -99.00000 1364.93201  -99.00000 1365.33704
19970508 1365.48047  -99.00000 1364.94739  -99.00000 1365.35242
19970509 1365.46863  -99.00000 1364.93567  -99.00000 1365.34070
19970510 1365.42554 1365.93445 1364.90527 1366.26440 1365.31055
19970511 1365.38586 1365.92017 1364.85168 1366.25061 1365.25708
19970512 1365.35510 1365.89441 1364.81580 1366.22546 1365.22156
19970513 1365.33228 1365.86816 1364.79626 1366.19983 1365.20239
19970514 1365.36389 1365.89380 1364.83398 1366.22607 1365.24048
19970515 1365.41943 1365.95447 1364.88745 1366.28748 1365.29431
19970516 1365.45276 1365.98523 1364.92017 1366.31873 1365.32715
19970517 1365.42847 1365.97522 1364.88171 1366.30933 1365.28870
19970518 1365.36047 1365.90259 1364.81824 1366.23730 1365.22546
19970519 1365.31201 1365.84143 1364.78259 1366.17676 1365.19031
19970520 1365.31482 1365.83374 1364.80396 1366.16968 1365.21240
19970521 1365.25525 1365.77014 1364.74878 1366.10669 1365.15796
19970522 1365.32959 1365.85986 1364.79944 1366.19702 1365.20898
19970523 1365.43652 1365.97400 1364.89905 1366.31177 1365.30896
19970524 1365.50122 1366.04956 1364.95288 1366.38794 1365.36292
19970525 1365.55847 1366.10498 1365.01697 1366.44397 1365.42712
19970526 1365.57727 1366.11707 1365.03735 1366.45667 1365.44727
19970527 1365.57825 1366.12573 1365.03076 1366.46594 1365.44067
19970528 1365.58899 1366.14514 1365.03284 1366.48584 1365.44263
19970529 1365.63293 1366.19983 1365.06592 1366.54114 1365.47559
19970530 1365.67261 1366.20923 1365.14185 1366.55164 1365.55176
19970531 1365.65320 1366.20129 1365.10510 1366.54541 1365.51624
19970601 1365.59192 1366.13220 1365.05164 1366.47864 1365.46460
19970602 1365.49951 1366.02881 1364.97021 1366.37720 1365.38501
19970603 1365.40662 1365.94482 1364.86841 1366.29480 1365.28430
19970604 1365.39270 1365.94031 1364.85168 1366.29163 1365.26843
19970605 1365.41016 1365.93701 1364.88330 1366.28943 1365.30066
19970606 1365.41968 1365.96362 1364.87561 1366.31665 1365.29346
19970607 1365.41931 1365.96985 1364.86890 1366.32324 1365.28687
19970608 1365.41345 1365.95605 1364.87085 1366.30981 1365.28894
19970609 1365.38098 1365.90833 1364.85461 1366.26270 1365.27295
19970610 1365.35767 1365.88257 1364.83289 1366.23743 1365.25134
19970611 1365.37512 1365.90100 1364.84924 1366.25647 1365.26794
19970612 1365.37866 1365.91187 1364.84546 1366.26782 1365.26416
19970613 1365.39075 1365.91296 1364.86853 1366.26953 1365.28711
19970614 1365.37036 1365.90625 1364.83752 1366.26306 1365.25562
19970615 1365.38220 1365.91223 1364.85229 1366.26843 1365.26929
19970616 1365.37036 1365.89331 1364.84741 1366.24854 1365.26282
19970617 1365.41821 1365.93420 1364.90222 1366.28857 1365.31641
19970618 1365.47742 1365.99072 1364.96399 1366.34473 1365.37708
19970619 1365.43066 1365.95703 1364.90698 1366.31091 1365.31897
19970620 1365.44373 1365.96265 1364.92468 1366.31665 1365.33630
19970621 1365.43506 1365.96777 1364.89343 1366.32227 1365.30530
19970622 1365.44995 1365.96021 1364.94922 1366.31543 1365.36206
19970623 1365.42041 1365.93225 1364.93054 1366.28809 1365.34412
19970624 1365.41882 1365.94226 1364.90381 1366.29858 1365.31787
19970625 1365.39050 1365.93359 1364.84741 1366.29053 1365.26196
19970626 1365.43201 1365.97534 1364.88867 1366.33289 1365.30371
19970627 1365.48901 1366.00171 1364.97620 1366.35986 1365.39197
19970628 1365.50916 1366.03137 1364.98694 1366.39001 1365.40344
19970629 1365.49719 1366.00549 1364.99463 1366.36475 1365.41162
19970630 1365.45361 1365.98047 1364.92688 1366.34033 1365.34387
19970701 1365.44788 1365.98071 1364.91638 1366.34106 1365.33301
19970702 1365.44177 1365.96851 1364.91394 1366.32935 1365.33044
19970703 1365.40015 1365.93726 1364.86292 1366.29883 1365.27979
19970704 1365.38806 1365.90955 1364.87097 1366.27161 1365.28857
19970705 1365.40173 1365.92554 1364.87793 1366.28809 1365.29614
19970706 1365.34692 1365.88354 1364.81042 1366.24658 1365.22900
19970707 1365.34961 1365.88855 1364.81055 1366.25220 1365.22961
19970708 1365.37317 1365.91431 1364.83203 1366.27856 1365.25159
19970709 1365.36853 1365.89880 1364.83850 1366.26355 1365.25842
19970710 1365.36914 1365.90393 1364.83435 1366.26929 1365.25476
19970711 1365.34094 1365.86438 1364.81763 1366.23022 1365.23828
19970712 1365.32739 1365.86182 1364.79297 1366.22827 1365.21375
19970713 1365.32251 1365.84058 1364.82410 1366.20752 1365.24475
19970714 1365.30420 1365.84583 1364.76648 1366.21326 1365.18726
19970715 1365.32458 1365.86108 1364.78796 1366.22913 1365.20898
19970716 1365.36060 1365.89417 1364.82861 1366.26282 1365.24988
19970717 1365.42261 1365.94763 1364.90198 1366.31702 1365.32373
19970718 1365.44006 1365.97766 1364.90247 1366.34814 1365.32532
19970719 1365.46265 1365.99084 1364.94348 1366.36267 1365.36780
19970720 1365.46436 1365.99902 1364.92615 1366.37231 1365.35168
19970721 1365.44458 1365.99292 1364.89624 1366.36780 1365.32349
19970722 1365.44409 1365.98804 1364.90027 1366.36475 1365.32922
19970723 1365.42212 1365.96594 1364.87646 1366.34448 1365.30725
19970724 1365.44031 1365.99585 1364.88452 1366.37598 1365.31702
19970725 1365.44495 1365.99976 1364.89014 1366.38147 1365.32434
19970726 1365.58105 1366.08533 1365.10278 1366.46863 1365.53833
19970727 1365.53333 1366.08398 1364.98254 1366.46887 1365.41980
19970728 1365.48035 1366.01636 1364.94434 1366.40283 1365.38293
19970729 1365.45276 1365.98840 1364.91943 1366.37646 1365.35950
19970730 1365.41577 1365.92554 1364.88928 1366.31506 1365.33069
19970731 1365.38013 1365.90173 1364.85852 1366.29248 1365.30139
19970801 1365.39331 1365.90308 1364.87000 1366.29529 1365.31396
19970802 1365.33533 1365.86450 1364.80334 1366.25769 1365.24805
19970803 1365.39001 1365.86023 1364.90332 1366.25452 1365.34827
19970804 1365.31946 1365.86584 1364.74854 1366.26099 1365.19360
19970805 1365.32629 1365.85681 1364.79309 1366.25256 1365.23840
19970806 1365.34521 1365.85876 1364.83167 1366.25476 1365.27698
19970807 1365.40833 1365.93127 1364.88550 1366.32751 1365.33093
19970808 1365.42456 1365.94275 1364.90173 1366.33948 1365.34717
19970809 1365.41150 1365.96143 1364.86157 1366.35876 1365.30701
19970810 1365.41321 1365.94702 1364.87927 1366.34485 1365.32483
19970811 1365.44446 1365.97412 1364.91467 1366.37195 1365.36072
19970812 1365.45264 1365.97546 1364.92981 1366.37317 1365.37659
19970813 1365.48962 1366.02209 1364.95715 1366.41980 1365.40454
19970814 1365.50134 1366.04102 1364.95850 1366.43872 1365.40613
19970815 1365.45850 1365.98718 1364.92981 1366.38513 1365.37781
19970816 1365.42065 1365.95435 1364.88440 1366.35254 1365.33276
19970817 1365.40649 1365.97131 1364.82043 1366.36938 1365.26953
19970818 1365.40259 1365.94934 1364.85791 1366.34729 1365.30737
19970819 1365.40381 1365.94470 1364.86292 1366.34265 1365.31311
19970820 1365.38867 1365.93079 1364.84656 1366.32874 1365.29736
19970821 1365.41711 1365.96155 1364.87256 1366.35925 1365.32410
19970822 1365.41321 1365.96973 1364.85681 1366.36743 1365.30884
19970823 1365.45007 1365.99475 1364.90430 1366.39270 1365.35657
19970824 1365.53369 1366.08984 1364.97754 1366.48828 1365.42981
19970825 1365.58679 1366.12756 1365.04602 1366.52637 1365.49854
19970826 1365.57568 1366.11499 1365.03638 1366.51404 1365.48914
19970827 1365.53894 1366.08337 1364.99573 1366.48242 1365.44885
19970828 1365.40955 1365.94617  -99.00000 1366.34521  -99.00000
19970829 1365.33557 1365.87292 1364.79822 1366.27173 1365.25281
19970830 1365.34180 1365.88110 1364.80237 1366.27954 1365.25793
19970831 1365.40552 1365.92419  -99.00000 1366.32227  -99.00000
19970901 1365.53552 1366.02527 1365.07117 1366.42346 1365.52844
19970902 1365.62439 1366.15747 1365.09253 1366.55591 1365.55054
19970903 1365.73682 1366.28674 1365.19373 1366.68542 1365.65247
19970904 1365.74072 1366.22546 1365.23462 1366.62415 1365.69397
19970905 1365.50671 1366.04163 1364.96851 1366.44055 1365.42822
19970906 1365.28259 1365.81824 1364.74695 1366.21729 1365.20715
19970907 1365.13757 1365.65100 1364.61548 1366.04993 1365.07605
19970908 1364.95032 1365.47925 1364.42126 1365.87793 1364.88220
19970909 1364.70203 1365.21289 1364.19910 1365.61121 1364.66028
19970910 1364.65210 1365.17334 1364.12952 1365.57141 1364.59106
19970911 1364.81274 1365.35120 1364.28845 1365.74902 1364.75024
19970912 1364.92554 1365.46521 1364.36768 1365.86279 1364.82947
19970913 1365.10315 1365.66016 1364.54626 1366.05774 1365.00806
19970914 1365.30542 1365.83459 1364.77637 1366.23206 1365.23804
19970915 1365.32776 1365.88892 1364.76648 1366.28638 1365.22791
19970916 1365.41772 1365.96375 1364.87183 1366.36096 1365.33325
19970917 1365.42395 1365.97961 1364.86206 1366.37659 1365.32361
19970918 1365.39624 1365.92700 1364.86023 1366.32361 1365.32166
19970919 1365.37598 1365.89648 1364.85559 1366.29236 1365.31702
19970920 1365.48743 1365.98438 1364.99048 1366.37939 1365.45203
19970921 1365.57629 1366.07788 1365.07471 1366.47205 1365.53625
19970922 1365.64270 1366.18298 1365.10083 1366.57678 1365.56226
19970923 1365.61743 1366.11292 1365.12109 1366.50635 1365.58252
19970924 1365.46375 1365.99023 1364.93713 1366.38342 1365.39856
19970925 1365.40735 1365.92212 1364.87036 1366.31470 1365.33179
19970926 1365.45068 1365.97937 1364.92188 1366.37146 1365.38342
19970927 1365.50146 1366.02075 1364.98999 1366.41211 1365.45166
19970928 1365.59827 1366.07617 1365.12036 1366.46704 1365.58203
19970929 1365.69604 1366.16846 1365.19067 1366.55859 1365.65222
19970930 1365.74707 1366.26074 1365.23340 1366.65015 1365.69495
19971001 1365.74658 1366.29858 1365.19458 1366.68738 1365.65625
19971002 1365.72119 1366.26416 1365.17920 1366.65222 1365.64111
19971003 1365.69763 1366.23584 1365.15186 1366.62378 1365.61414
19971004 1365.64343 1366.18652 1365.09521 1366.57458 1365.55811
19971005 1365.72681 1366.25049 1365.20190 1366.63916 1365.66565
19971006 1365.77319 1366.29956 1365.24414 1366.68909 1365.70898
19971007 1365.79236 1366.31348 1365.27234 1366.70398 1365.73828
19971008 1365.81689 1366.31653 1365.31714 1366.70825 1365.78418
19971009 1365.84729 1366.33716 1365.35754 1366.73047 1365.82605
19971010 1365.79114 1366.30310 1365.27905 1366.69873 1365.74902
19971011 1365.75244 1366.29578 1365.20911 1366.69409 1365.68066
19971012 1365.70898 1366.21741 1365.18652 1366.61853 1365.65979
19971013 1365.65308 1366.19141 1365.11182 1366.59485 1365.58667
19971014 1365.62830 1366.15564 1365.09924 1366.56128 1365.57593
19971015 1365.57227 1366.09766 1365.04688 1366.50537 1365.52502
19971016 1365.49634 1366.02295 1364.96985 1366.43262 1365.44946
19971017 1365.51404 1366.03772 1364.99536 1366.44946 1365.47644
19971018 1365.56934 1366.07886 1365.05542 1366.49255 1365.53760
19971019 1365.55237 1366.07568 1365.03076 1366.49060 1365.51392
19971020 1365.55737 1366.07239 1365.04675 1366.48865 1365.53027
19971021 1365.56421 1366.08496 1365.04260 1366.50244 1365.52686
19971022 1365.59790 1366.10193 1365.08740 1366.52063 1365.57275
19971023 1365.62268 1366.15735 1365.08801 1366.57715 1365.57471
19971024 1365.60486 1366.14392 1365.06848 1366.56458 1365.55627
19971025 1365.63110 1366.16089 1365.10144 1366.58228 1365.58997
19971026 1365.64111 1366.16345 1365.11707 1366.58521 1365.60632
19971027 1365.64209 1366.17505 1365.10205 1366.59717 1365.59167
19971028 1365.67432 1366.15015 1365.19946 1366.57275 1365.68994
19971029 1365.57104 1366.09631 1365.04578 1366.51941 1365.53674
19971030 1365.46973 1365.99451 1364.94482 1366.41809 1365.43604
19971031 1365.48535 1365.99158 1364.97925 1366.41553 1365.46997
19971101 1365.50317 1366.02637 1364.96594 1366.45093 1365.45593
19971102 1365.47998 1365.99731 1364.96265 1366.42236 1365.45190
19971103 1365.11353 1365.63428 1364.57971 1366.05981 1365.06848
19971104 1365.14832 1365.67688 1364.61682 1366.10291 1365.10522
19971105 1365.23706 1365.76318 1364.71094 1366.18970 1365.19922
19971106 1365.45605 1365.96973 1364.94531 1366.39673 1365.43335
19971107 1365.64209 1366.16785 1365.11633 1366.59521 1365.60425
19971108 1365.72949 1366.25745 1365.20154 1366.68542 1365.68909
19971109 1365.74719 1366.27173 1365.22253 1366.70020 1365.70959
19971110 1365.70190 1366.21216 1365.19153 1366.64111 1365.67786
19971111 1365.60925 1366.13025 1365.09424 1366.55969 1365.57983
19971112 1365.56494 1366.10181 1365.02808 1366.53174 1365.51355
19971113 1365.55408 1366.09302 1365.01514 1366.52344 1365.50037
19971114 1365.62036 1366.13708 1365.10938 1366.56799 1365.59473
19971115 1365.55383 1366.08838 1365.01001 1366.51990 1365.49475
19971116 1365.51782 1366.02222 1364.99536 1366.45410 1365.47986
19971117 1365.39612 1365.93091 1364.85730 1366.36328 1365.34106
19971118 1365.28760 1365.86060 1364.71448 1366.29346 1365.19714
19971119 1365.27686 1365.82739 1364.72107 1366.26062 1365.20276
19971120 1365.32129 1365.85132  -99.00000 1366.28528  -99.00000
19971121 1365.27466 1365.82471 1364.70789 1366.25903 1365.18774
19971122 1365.35583 1365.89172 1364.82434 1366.32654 1365.30432
19971123 1365.64465 1366.18640 1365.10291 1366.62170 1365.58313
19971124 1365.88574 1366.43408 1365.33752 1366.86987 1365.81775
19971125 1365.97327 1366.51794 1365.42847 1366.95422 1365.90906
19971126 1365.92139 1366.45850 1365.38220 1366.89526 1365.86279
19971127 1365.87036 1366.41125 1365.32959 1366.84851 1365.81006
19971128 1365.78748 1366.32117 1365.25378 1366.75891 1365.73376
19971129 1365.67566 1366.19421 1365.13599 1366.63245 1365.61548
19971130 1365.55737 1366.10229 1365.01990 1366.54102 1365.49878
19971201 1365.47729 1366.00879 1364.94019 1366.44800 1365.41833
19971202 1365.45264 1365.97888 1364.92651 1366.41858 1365.40405
19971203 1365.53931 1366.05286 1365.02563 1366.49304 1365.50293
19971204 1365.60803 1366.11658 1365.09009 1366.55725 1365.56738
19971205 1365.66260 1366.19800 1365.12708 1366.63904 1365.60425
19971206 1365.80383 1366.33826 1365.28418 1366.77942 1365.76050
19971207 1365.79248 1366.33533 1365.25354 1366.77649 1365.72913
19971208 1365.77344 1366.28442 1365.25464 1366.72559 1365.72925
19971209 1365.58240 1366.10938 1365.05518 1366.55078 1365.52869
19971210 1365.48267 1366.01624 1364.94104 1366.45764 1365.41333
19971211 1365.49695 1366.03870 1364.94641 1366.48035 1365.41772
19971212 1365.54016 1366.06946 1365.01160 1366.51135 1365.48193
19971213 1365.58569 1366.12793 1365.04456 1366.57007 1365.51416
19971214 1365.61975 1366.15723 1365.08215 1366.59961 1365.55103
19971215 1365.59509 1366.14905 1365.04126 1366.59180 1365.50928
19971216 1365.54065 1366.06628 1365.01123 1366.50940 1365.47852
19971217 1365.51953 1366.00769 1365.01001 1366.45129 1365.47668
19971218 1365.44092 1365.96875 1364.91309 1366.41284 1365.37915
19971219 1365.46106 1366.02844 1364.91345 1366.47290 1365.37903
19971220 1365.62622 1366.14258 1365.10522 1366.58765 1365.57031
19971221 1365.75000 1366.25610 1365.23877 1366.70166 1365.70361
19971222 1365.64819 1366.21472 1365.08179 1366.66101 1365.54639
19971223 1365.52612 1366.06702 1364.98523 1366.51404 1365.44983
19971224 1365.56091 1366.08972 1365.03210 1366.53723 1365.49658
19971225 1365.55676 1366.10547 1365.01331 1366.55359 1365.47766
19971226 1365.59216 1366.12158 1365.05920 1366.57019 1365.52356
19971227 1365.62952 1366.15930 1365.09912 1366.60852 1365.56348
19971228 1365.64844 1366.18616 1365.11060 1366.63586 1365.57471
19971229 1365.67200 1366.21814 1365.13013 1366.66833 1365.59436
19971230 1365.71655 1366.23547 1365.19751 1366.68616 1365.66174
19971231 1365.83569 1366.33752 1365.32007 1366.78857 1365.78442
19980101 1365.85315 1366.40979 1365.29651 1366.86133 1365.76086
19980102 1365.87036 1366.40588 1365.33472 1366.85791 1365.79895
19980103 1365.89417 1366.39172 1365.38452 1366.84436 1365.84875
19980104 1365.89612 1366.39880 1365.38379 1366.85217 1365.84778
19980105 1365.79810 1366.30481 1365.28748 1366.75854 1365.75134
19980106 1365.73145 1366.24146 1365.21179 1366.69580 1365.67554
19980107 1365.66333 1366.19397 1365.12939 1366.64893 1365.59314
19980108 1365.64893 1366.16492 1365.13086 1366.62036 1365.59460
19980109 1365.62988 1366.17603 1365.08704 1366.63196 1365.55078
19980110 1365.66113 1366.19678 1365.12366 1366.65320 1365.58740
19980111 1365.64160 1366.16760 1365.11755 1366.62463 1365.58105
19980112 1365.56702 1366.09253 1365.03503 1366.55042 1365.49829
19980113 1365.47131 1365.99670 1364.94580 1366.45532 1365.40894
19980114 1365.46204 1365.97546 1364.94849 1366.43457 1365.41138
19980115 1365.46558 1365.98608 1364.94336 1366.44592 1365.40613
19980116 1365.53015 1366.05676 1365.00281 1366.51709 1365.46533
19980117 1365.69214 1366.23083 1365.15356 1366.69177 1365.61584
19980118 1365.87158 1366.40344 1365.33984 1366.86499 1365.80200
19980119 1365.89624 1366.42871 1365.36377 1366.89099 1365.82581
19980120 1365.86743 1366.38428 1365.34534 1366.84705 1365.80737
19980121 1365.83472 1366.37744 1365.29199 1366.84070 1365.75391
19980122 1365.86804 1366.40442 1365.33167 1366.86829 1365.79358
19980123 1365.89258 1366.41321 1365.37195 1366.87769 1365.83374
19980124 1365.84790 1366.38843 1365.30737 1366.85352 1365.76904
19980125 1365.83435 1366.37341 1365.28296 1366.83923 1365.74426
19980126 1365.77673 1366.30957 1365.24390 1366.77612 1365.70496
19980127 1365.78662 1366.31592 1365.25732 1366.78320 1365.71814
19980128 1365.77002 1366.30005 1365.23938 1366.76794 1365.69995
19980129 1365.77307 1366.31763 1365.22852 1366.78613 1365.68896
19980130 1365.77527 1366.28943 1365.26123 1366.75854 1365.72156
19980131 1365.73425 1366.25012 1365.21838 1366.71973 1365.67871
19980201 1365.73071 1366.25403 1365.20740 1366.72400 1365.66785
19980202 1365.69116 1366.21667 1365.16577 1366.68689 1365.62634
19980203 1365.66333 1366.18335 1365.14343 1366.65381 1365.60425
19980204 1365.58728 1366.11987 1365.05762 1366.59082 1365.51843
19980205 1365.58484 1366.11365 1365.05603 1366.58508 1365.51697
19980206 1365.62109 1366.15979 1365.08252 1366.63159 1365.54346
19980207 1365.64880 1366.18872 1365.10876 1366.66101 1365.56970
19980208 1365.61890 1366.15149 1365.08618 1366.62415 1365.54724
19980209 1365.58447 1366.11707 1365.04456 1366.59021 1365.50549
19980210 1365.60693 1366.15649 1365.05750 1366.63000 1365.51843
19980211 1365.65588 1366.19995 1365.11182 1366.67407 1365.57275
19980212 1365.59497 1366.13684 1365.05298 1366.61182 1365.51355
19980213 1365.48816 1366.03101 1364.94543 1366.50720 1365.40515
19980214 1365.38660 1365.92834 1364.85217 1366.40613 1365.31091
19980215 1365.27991 1365.82068 1364.73914 1366.29980 1365.19702
19980216 1365.27063 1365.78979 1364.75159 1366.26953 1365.20911
19980217 1365.31836 1365.85266 1364.78394 1366.33289 1365.24158
19980218 1365.44177 1365.97375 1364.90991 1366.45435 1365.36755
19980219 1365.61377 1366.13562 1365.09424 1366.61658 1365.55200
19980220 1365.76880 1366.30872 1365.22900 1366.78992 1365.68689
19980221 1365.89355 1366.44104 1365.34595 1366.92273 1365.80396
19980222 1365.93384 1366.45813 1365.40967 1366.94019 1365.86780
19980223 1365.88928 1366.40295 1365.37561 1366.88550 1365.83362
19980224 1365.79944 1366.33398 1365.26184 1366.81702 1365.71985
19980225 1365.72253 1366.23511 1365.21008 1366.71875 1365.66797
19980226 1365.70447 1366.24304 1365.16589 1366.72705 1365.62378
19980227 1365.76038 1366.28711 1365.23364 1366.77173 1365.69141
19980228 1365.73181 1366.26624 1365.19739 1366.75134 1365.65515
19980301 1365.59204 1366.11353 1365.07153 1366.59888 1365.52942
19980302 1365.47742 1366.00720 1364.94775 1366.49304 1365.40564
19980303 1365.37549 1365.91626 1364.83459 1366.40247 1365.29236
19980304  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980305  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980306 1365.53601 1366.07495 1365.00024 1366.56299 1365.45728
19980307 1365.55957 1366.10840 1365.01074 1366.59692 1365.46814
