 52  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
19990217 212920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990217 222920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990217 232920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 002920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 012920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 022920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 032920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 042920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 052920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 062920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 072920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 082920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 092920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 102920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 112920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 122920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 132920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19990218 142920 1366.40136 1366.85995  -99.00000 1366.93642  -99.00000
19990218 152920 1366.39676 1366.85535  -99.00000 1366.93186  -99.00000
19990218 162920 1366.41298 1366.87157  -99.00000 1366.94811  -99.00000
19990218 172920 1366.41967 1366.87826  -99.00000 1366.95484  -99.00000
19990218 182920 1366.42805 1366.88664  -99.00000 1366.96325  -99.00000
19990218 192920 1366.39925 1366.85783  -99.00000 1366.93448  -99.00000
19990218 202920 1366.44341 1366.90200  -99.00000 1366.97868  -99.00000
19990218 212920 1366.46069 1366.90087 1366.02052 1366.97759 1366.31465
19990218 222920 1366.45376 1366.91086 1365.99666 1366.98761 1366.29086
19990218 232920 1366.48343 1366.92522 1366.04163 1367.00201 1366.33589
19990219 002920 1366.48183 1366.93366 1366.03001 1367.01048 1366.32431
19990219 012920 1366.47817 1366.93759 1366.01876 1367.01444 1366.31309
19990219 022920 1366.47460 1366.93562 1366.01358 1367.01250 1366.30794
19990219 032920 1366.47453 1366.92084 1366.02822 1366.99775 1366.32260
19990219 042920 1366.52421 1366.98282 1366.06560 1367.05977 1366.36001
19990219 052920 1366.50963 1366.94924 1366.07002 1367.02621 1366.36446
19990219 062920 1366.53074 1366.97711 1366.08437 1367.05412 1366.37884
19990219 072920 1366.56757 1367.01067 1366.12446 1367.08771 1366.41896
19990219 082920 1366.57482 1367.01531 1366.13433 1367.09237 1366.42885
19990219 092920 1366.59363 1367.02823 1366.15903 1367.10533 1366.45359
19990219 102920 1366.58997 1367.04450 1366.13544 1367.12162 1366.43002
19990219 112920 1366.61714 1367.05303 1366.18125 1367.13018 1366.47586
19990219 122920 1366.64371 1367.08605 1366.20137 1367.16323 1366.49601
19990219 132920 1366.66522 1367.10645 1366.22400 1367.18365 1366.51866
19990219 142920 1366.64578 1367.09070 1366.20085 1367.16794 1366.49555
19990219 152920 1366.63452 1367.08558 1366.18346 1367.16284 1366.47819
19990219 162920 1366.62306 1367.08325 1366.16286 1367.16055 1366.45761
19990219 172920 1366.63288 1367.08778 1366.17798 1367.16510 1366.47276
19990219 182920 1366.65182 1367.11090 1366.19274 1367.18825 1366.48755
19990219 192920 1366.65286 1367.09707 1366.20865 1367.17444 1366.50349
19990219 202920 1366.68246 1367.13901 1366.22591 1367.21641 1366.52077
19990219 212920 1366.70828 1367.16763 1366.24893 1367.24506 1366.54382
19990219 222920 1366.69040 1367.13625 1366.24455 1367.21371 1366.53947
19990219 232920 1366.70896 1367.15973 1366.25818 1367.23722 1366.55313
19990220 002920 1366.69261 1367.13556 1366.24966 1367.21307 1366.54463
19990220 012920 1366.72711 1367.17128 1366.28294 1367.24882 1366.57794
19990220 022920 1366.77304 1367.21447 1366.33161 1367.29203 1366.62664
19990220 032920 1366.70752 1367.14208 1366.27295 1367.21967 1366.56801
19990220 042920 1366.71222 1367.15390 1366.27053 1367.23152 1366.56562
19990220 052920 1366.71117 1367.16449 1366.25785 1367.24213 1366.55296
19990220 062920 1366.68907 1367.15900 1366.21915 1367.23667 1366.51429
19990220 072920 1366.69333 1367.15782 1366.22883 1367.23552 1366.52400
19990220 082920 1366.71237 1367.17892 1366.24581 1367.25663 1366.54101
19990220 092920 1366.69854 1367.16204 1366.23505 1367.23978 1366.53027
19990220 102920 1366.73724 1367.19468 1366.27980 1367.27244 1366.57505
19990220 112920 1366.73664 1367.21539 1366.25789 1367.29317 1366.55317
19990220 122920 1366.71666 1367.21990 1366.21342 1367.29771 1366.50872
19990220 132920 1366.73355 1367.22468 1366.24242 1367.30252 1366.53775
19990220 142920 1366.72158 1367.21431 1366.22885 1367.29217 1366.52420
19990220 152920 1366.73978 1367.22020 1366.25937 1367.29808 1366.55475
19990220 162920 1366.71833 1367.20005 1366.23662 1367.27796 1366.53203
19990220 172920 1366.71065 1367.19383 1366.22747 1367.27176 1366.52291
19990220 182920 1366.72953 1367.21617 1366.24288 1367.29412 1366.53835
19990220 192920 1366.75021 1367.23773 1366.26270 1367.31571 1366.55819
19990220 202920 1366.72601 1367.21121 1366.24082 1367.28921 1366.53634
19990220 212920 1366.77065 1367.25408 1366.28722 1367.33210 1366.58277
19990220 222920 1366.74191 1367.23401 1366.24981 1367.31206 1366.54538
19990220 232920 1366.75115 1367.23330 1366.26900 1367.31136 1366.56459
19990221 002920 1366.74561 1367.22143 1366.26979 1367.29951 1366.56542
19990221 012920 1366.77219 1367.23056 1366.31383 1367.30867 1366.60948
19990221 022920 1366.75060 1367.20899 1366.29221 1367.28712 1366.58789
19990221 032920 1366.77378 1367.22040 1366.32716 1367.29855 1366.62286
19990221 042920 1366.74774 1367.18843 1366.30705 1367.26661 1366.60278
19990221 052920 1366.77115 1367.20086 1366.34143 1367.27906 1366.63718
19990221 062920 1366.78665 1367.22134 1366.35196 1367.29956 1366.64774
19990221 072920 1366.79135 1367.22467 1366.35803 1367.30290 1366.65383
19990221 082920 1366.77665 1367.18964 1366.36366 1367.26789 1366.65949
19990221 092920 1366.77710 1367.18895 1366.36525 1367.26723 1366.66111
19990221 102920 1366.78372 1367.19055 1366.37690 1367.26885 1366.67278
19990221 112920 1366.79193 1367.18962 1366.39424 1367.26793 1366.69015
19990221 122920 1366.83646  -99.00000 1366.37794  -99.00000 1366.67387
19990221 132920 1366.81150  -99.00000 1366.35298  -99.00000 1366.64894
19990221 142920 1366.82639  -99.00000 1366.36787  -99.00000 1366.66386
19990221 152920 1366.79646  -99.00000 1366.33795  -99.00000 1366.63396
19990221 162920 1366.79738  -99.00000 1366.33886  -99.00000 1366.63490
19990221 172920 1366.75509 1367.15078 1366.35940 1367.22920 1366.65546
19990221 182920 1366.75997 1367.16711 1366.35284 1367.24555 1366.64892
19990221 192920 1366.75169 1367.17529 1366.32808 1367.25375 1366.62420
19990221 202920 1366.69465 1367.11541 1366.27389 1367.19389 1366.57003
19990221 212920 1366.70392 1367.13429 1366.27355 1367.21279 1366.56971
19990221 222920 1366.69555 1367.14265 1366.24846 1367.22117 1366.54465
19990221 232920 1366.68009 1367.12409 1366.23609 1367.20263 1366.53230
19990222 002920 1366.68875 1367.12117 1366.25634 1367.19972 1366.55258
19990222 012920 1366.71388 1367.13357 1366.29419 1367.21215 1366.59045
19990222 022920 1366.68652 1367.11174 1366.26130 1367.19036 1366.55758
19990222 032920 1366.73669  -99.00000 1366.27816  -99.00000 1366.57446
19990222 042920 1366.73735  -99.00000 1366.27881  -99.00000 1366.57513
19990222 052920 1366.74700  -99.00000 1366.28846  -99.00000 1366.58480
19990222 062920 1366.75188  -99.00000 1366.29333  -99.00000 1366.58970
19990222 072920 1366.73997  -99.00000 1366.28142  -99.00000 1366.57781
19990222 082920 1366.73543 1367.14756 1366.32329 1367.22634 1366.61970
19990222 092920 1366.73778 1367.14550 1366.33007 1367.22431 1366.62650
19990222 102920 1366.71544 1367.12182 1366.30905 1367.20066 1366.60550
19990222 112920 1366.72481 1367.15898 1366.29064 1367.23784 1366.58711
19990222 122920 1366.70758 1367.16201 1366.25315 1367.24090 1366.54964
19990222 132920 1366.66108 1367.12242 1366.19974 1367.20134 1366.49625
19990222 142920 1366.65333 1367.11591 1366.19074 1367.19486 1366.48727
19990222 152920 1366.67226 1367.14772 1366.19681 1367.22670 1366.49336
19990222 162920 1366.68039 1367.13840 1366.22237 1367.21741 1366.51893
19990222 172920 1366.68625 1367.14387 1366.22864 1367.22291 1366.52522
19990222 182920 1366.69890 1367.14244 1366.25536 1367.22151 1366.55196
19990222 192920 1366.69603 1367.15197 1366.24010 1367.23107 1366.53672
19990222 202920 1366.66960 1367.13804 1366.20116 1367.21717 1366.49779
19990222 212920 1366.66887 1367.13223 1366.20552 1367.21138 1366.50218
19990222 222920 1366.65105 1367.13099 1366.17111 1367.21017 1366.46779
19990222 232920 1366.63734 1367.10935 1366.16534 1367.18856 1366.46204
19990223 002920 1366.67602 1367.13878 1366.21325 1367.21803 1366.50996
19990223 012920 1366.65352 1367.10114 1366.20591 1367.18041 1366.50264
19990223 022920 1366.71928 1367.15657 1366.28199 1367.23588 1366.57874
19990223 032920 1366.74838  -99.00000 1366.28963  -99.00000 1366.58639
19990223 042920 1366.78150  -99.00000 1366.32272  -99.00000 1366.61950
19990223 052920 1366.73748  -99.00000 1366.27869  -99.00000 1366.57549
19990223 062920 1366.76040  -99.00000 1366.30159  -99.00000 1366.59841
19990223 072920 1366.72207  -99.00000 1366.26326  -99.00000 1366.56009
19990223 082920 1366.64546 1367.07994 1366.21098 1367.15943 1366.50784
19990223 092920 1366.66971 1367.09398 1366.24545 1367.17350 1366.54232
19990223 102920 1366.66144 1367.08143 1366.24144 1367.16098 1366.53832
19990223 112920 1366.66859 1367.10715 1366.23003 1367.18673 1366.52693
19990223 122920 1366.62600 1367.06803 1366.18397 1367.14764 1366.48088
19990223 132920 1366.65515 1367.10311 1366.20719 1367.18275 1366.50413
19990223 142920 1366.63550 1367.07724 1366.19375 1367.15691 1366.49070
19990223 152920 1366.59414 1367.05826 1366.13003 1367.13796 1366.42699
19990223 162920 1366.58767 1367.05184 1366.12351 1367.13157 1366.42049
19990223 172920 1366.58900 1367.04690 1366.13109 1367.12667 1366.42809
19990223 182920 1366.65910 1367.11534 1366.20286 1367.19514 1366.49987
19990223 192920 1366.65311 1367.11037 1366.19586 1367.19020 1366.49289
19990223 202920 1366.57797 1367.02901 1366.12694 1367.10887 1366.42398
19990223 212920 1366.62710 1367.08513 1366.16907 1367.16502 1366.46612
19990223 222920 1366.62651 1367.07195 1366.18108 1367.15187 1366.47814
19990223 232920 1366.63097 1367.07722 1366.18472 1367.15717 1366.48180
19990224 002920 1366.65967  -99.00000 1366.20077  -99.00000 1366.49786
19990224 012920 1366.65528 1367.09380 1366.21675 1367.17382 1366.51386
19990224 022920 1366.67336 1367.12409 1366.22263 1367.20414 1366.51975
19990224 032920 1366.65880 1367.12740 1366.19020 1367.20748 1366.48734
19990224 042920 1366.66468 1367.14377 1366.18560 1367.22388 1366.48275
19990224 052920 1366.64414 1367.09909 1366.18918 1367.17924 1366.48634
19990224 062920 1366.62974 1367.08936 1366.17013 1367.16954 1366.46731
19990224 072920 1366.64684 1367.09729 1366.19640 1367.17750 1366.49359
19990224 082920 1366.64972 1367.09801 1366.20142 1367.17826 1366.49862
19990224 092920 1366.64941 1367.10634 1366.19249 1367.18662 1366.48970
19990224 102920 1366.69020 1367.14041 1366.24000 1367.22072 1366.53723
19990224 112920 1366.66679 1367.10711 1366.22647 1367.18746 1366.52371
19990224 122920 1366.63981 1367.09291 1366.18671 1367.17329 1366.48397
19990224 132920 1366.63425 1367.09006 1366.17844 1367.17047 1366.47570
19990224 142920 1366.64436 1367.09947 1366.18925 1367.17991 1366.48653
19990224 152920 1366.64700 1367.08394 1366.21007 1367.16442 1366.50736
19990224 162920 1366.65308 1367.10125 1366.20492 1367.18176 1366.50222
19990224 172920 1366.63008 1367.07814 1366.18202 1367.15869 1366.47933
19990224 182920 1366.63068 1367.07623 1366.18514 1367.15680 1366.48246
19990224 192920 1366.63248 1367.08843 1366.17653 1367.16904 1366.47386
19990224 202920 1366.59079 1367.04705 1366.13453 1367.12770 1366.43187
19990224 212920 1366.58244 1367.04699 1366.11789 1367.12768 1366.41525
19990224 222920 1366.64377 1367.10993 1366.17760 1367.19065 1366.47497
19990224 232920 1366.62154 1367.09816 1366.14492 1367.17891 1366.44230
19990225 002920 1366.61303 1367.09167 1366.13439 1367.17246 1366.43178
19990225 012920 1366.63161 1367.09393 1366.16930 1367.17475 1366.46670
19990225 022920 1366.60565 1367.05559 1366.15571 1367.13645 1366.45312
19990225 032920 1366.62512 1367.09241 1366.15782 1367.17331 1366.45523
19990225 042920 1366.63247 1367.08413 1366.18080 1367.16507 1366.47821
19990225 052920 1366.64504 1367.08445 1366.20563 1367.16543 1366.50305
19990225 062920 1366.63304 1367.06195 1366.20413 1367.14297 1366.50156
19990225 072920 1366.77196  -99.00000 1366.31319  -99.00000 1366.61063
19990225 082920 1366.85602  -99.00000 1366.39723  -99.00000 1366.69468
19990225 092920 1366.78146  -99.00000 1366.32270  -99.00000 1366.62015
19990225 102920 1366.78267  -99.00000 1366.32392  -99.00000 1366.62137
19990225 112920 1366.76775  -99.00000 1366.30902  -99.00000 1366.60648
19990225 122920 1366.70487  -99.00000 1366.24616  -99.00000 1366.54363
19990225 132920 1366.61883 1367.07893 1366.15872 1367.16023 1366.45619
19990225 142920 1366.66105 1367.11814 1366.20397 1367.19947 1366.50145
19990225 152920 1366.62283 1367.05797 1366.18770 1367.13934 1366.48519
19990225 162920 1366.64563 1367.08002 1366.21125 1367.16144 1366.50874
19990225 172920 1366.61315 1367.04378 1366.18252 1367.12524 1366.48001
19990225 182920 1366.62823 1367.05954 1366.19692 1367.14104 1366.49442
19990225 192920 1366.62948 1367.06929 1366.18967 1367.15084 1366.48717
19990225 202920 1366.61394 1367.03333 1366.19456 1367.11492 1366.49207
19990225 212920 1366.63272 1367.06692 1366.19852 1367.14855 1366.49603
19990225 222920 1366.64847 1367.07306 1366.22387 1367.15473 1366.52138
19990225 232920 1366.61604 1367.04383 1366.18825 1367.12554 1366.48577
19990226 002920 1366.61258 1367.03549 1366.18968 1367.11724 1366.48720
19990226 012920 1366.59270 1367.02136 1366.16405 1367.10316 1366.46157
19990226 022920 1366.57236 1366.99987 1366.14485 1367.08171 1366.44238
19990226 032920 1366.60728 1367.04041 1366.17415 1367.12230 1366.47168
19990226 042920 1366.60444 1367.03973 1366.16914 1367.12166 1366.46668
19990226 052920 1366.57278 1367.01899 1366.12657 1367.10096 1366.42411
19990226 062920 1366.57050 1367.02460 1366.11640 1367.10661 1366.41394
19990226 072920 1366.55652 1367.01625 1366.09678 1367.09831 1366.39432
19990226 082920 1366.54791 1367.00262 1366.09320 1367.08473 1366.39074
19990226 092920 1366.55661 1367.01036 1366.10287 1367.09251 1366.40041
19990226 102920 1366.55172 1367.02287 1366.08057 1367.10506 1366.37812
19990226 112920 1366.52311 1366.98573 1366.06049 1367.06797 1366.35804
19990226 122920 1366.57652 1367.05368 1366.09936 1367.13596 1366.39691
19990226 132920 1366.53902 1367.00670 1366.07134 1367.08903 1366.36889
19990226 142920 1366.56972 1367.04065 1366.09878 1367.12302 1366.39633
19990226 152920 1366.58469 1367.03732 1366.13207 1367.11974 1366.42962
19990226 162920 1366.59753 1367.02216 1366.17289 1367.10463 1366.47044
19990226 172920 1366.62727 1367.03759 1366.21696 1367.12010 1366.51451
19990226 182920 1366.58897 1367.01108 1366.16687 1367.09364 1366.46442
19990226 192920 1366.59649 1367.01053 1366.18246 1367.09313 1366.48001
19990226 202920 1366.61254 1367.01790 1366.20718 1367.10054 1366.50473
19990226 212920 1366.62021 1367.02834 1366.21207 1367.11104 1366.50962
19990226 222920 1366.55817 1367.01329 1366.10306 1367.09603 1366.40061
19990226 232920 1366.53478 1366.98170 1366.08786 1367.06449 1366.38540
19990227 002920 1366.54533 1366.98980 1366.10086 1367.07264 1366.39841
19990227 012920 1366.55739 1367.00711 1366.10767 1367.08999 1366.40521
19990227 022920 1366.55115 1366.98895 1366.11335 1367.07189 1366.41089
19990227 032920 1366.51314 1366.96817 1366.05810 1367.05116 1366.35564
19990227 042920 1366.50361 1366.94012 1366.06711 1367.02315 1366.36465
19990227 052920 1366.51091 1366.95482 1366.06699 1367.03790 1366.36453
19990227 062920 1366.53985 1366.98609 1366.09362 1367.06921 1366.39115
19990227 072920 1366.53827 1366.97654 1366.10000 1367.05972 1366.39753
19990227 082920 1366.55022 1366.99993 1366.10051 1367.08315 1366.39804
19990227 092920 1366.53108 1366.97969 1366.08247 1367.06296 1366.38000
19990227 102920 1366.46763 1366.91729 1366.01797 1367.00061 1366.31549
19990227 112920 1366.46267 1366.92114 1366.00421 1367.00451 1366.30172
19990227 122920 1366.45270 1366.91949 1365.98591 1367.00291 1366.28342
19990227 132920 1366.46721 1366.92565 1366.00876 1367.00912 1366.30627
19990227 142920 1366.45141 1366.90004 1366.00279 1366.98356 1366.30029
19990227 152920 1366.43433 1366.87600 1365.99266 1366.95957 1366.29016
19990227 162920 1366.41654 1366.85689 1365.97620 1366.94051 1366.27369
19990227 172920 1366.39833 1366.84330 1365.95337 1366.92697 1366.25086
19990227 182920 1366.42865 1366.87229 1365.98501 1366.95602 1366.28250
19990227 192920 1366.42995 1366.87480 1365.98510 1366.95857 1366.28258
19990227 202920 1366.45211 1366.90030 1366.00393 1366.98412 1366.30140
19990227 212920 1366.41936 1366.86394 1365.97477 1366.94782 1366.27224
19990227 222920 1366.43460 1366.88175 1365.98745 1366.96568 1366.28491
19990227 232920 1366.44488 1366.88205 1366.00771 1366.96603 1366.30517
19990228 002920 1366.40328 1366.83382 1365.97274 1366.91785 1366.27019
19990228 012920 1366.43233 1366.86251 1366.00215 1366.94659 1366.29960
19990228 022920 1366.39095 1366.84455 1365.93734 1366.92868 1366.23479
19990228 032920 1366.39580 1366.84627 1365.94533 1366.93044 1366.24277
19990228 042920 1366.38765 1366.83821 1365.93709 1366.92243 1366.23454
19990228 052920 1366.38869 1366.83423 1365.94314 1366.91849 1366.24059
19990228 062920 1366.31528 1366.76688 1365.86367 1366.85119 1366.16112
19990228 072920 1366.33482 1366.76844 1365.90120 1366.85280 1366.19864
19990228 082920 1366.35925 1366.78799 1365.93051 1366.87239 1366.22795
19990228 092920 1366.32065 1366.72627 1365.91502 1366.81073 1366.21246
19990228 102920 1366.33249 1366.73866 1365.92633 1366.82316 1366.22377
19990228 112920 1366.34446 1366.76445 1365.92447 1366.84900 1366.22191
19990228 122920 1366.34885 1366.75729 1365.94040 1366.84189 1366.23784
19990228 132920 1366.39476  -99.00000 1365.93594  -99.00000 1366.23338
19990228 142920 1366.39162  -99.00000 1365.93281  -99.00000 1366.23024
