 52  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
20000915 022920 1366.47073 1366.88154 1366.05992 1367.20003 1366.35398
20000915 032920 1366.52354 1366.94013 1366.10696 1367.25860 1366.40098
20000915 042920 1366.50574 1366.97145 1366.04004 1367.28989 1366.33401
20000915 052920 1366.49030 1366.95051 1366.03009 1367.26893 1366.32402
20000915 062920 1366.47059 1366.92452 1366.01666 1367.24292 1366.31055
20000915 072920 1366.45056 1366.90752 1365.99361 1367.22589 1366.28745
20000915 082920 1366.48280 1366.91481 1366.05078 1367.23317 1366.34458
20000915 092920 1366.48984 1366.91437 1366.06532 1367.23270 1366.35907
20000915 102920 1366.49034 1366.90383 1366.07686 1367.22214 1366.37057
20000915 112920 1366.50920 1366.93464 1366.08376 1367.25292 1366.37743
20000915 122920 1366.47911 1366.92944 1366.02879 1367.24769 1366.32242
20000915 132920 1366.50347 1366.94731 1366.05963 1367.26554 1366.35321
20000915 142920 1366.47801 1366.93680 1366.01921 1367.25501 1366.31276
20000915 152920 1366.45890 1366.92726 1365.99055 1367.24544 1366.28406
20000915 162920 1366.46558 1366.91987 1366.01130 1367.23803 1366.30477
20000915 172920 1366.46005 1366.89617 1366.02393 1367.21431 1366.31735
20000915 182920 1366.48551 1366.91473 1366.05629 1367.23284 1366.34967
20000915 192920 1366.42680 1366.85443 1365.99917 1367.17252 1366.29251
20000915 202920 1366.46582 1366.87108 1366.06056 1367.18915 1366.35386
20000915 212920 1366.47770 1366.87764 1366.07777 1367.19569 1366.37103
20000915 222920 1366.49731 1366.90381 1366.09082 1367.22183 1366.38404
20000915 232920 1366.49331 1366.90721 1366.07941 1367.22520 1366.37259
20000916 002920 1366.44724 1366.86497 1366.02951 1367.18294 1366.32265
20000916 012920 1366.46738 1366.88163 1366.05314 1367.19958 1366.34624
20000916 022920 1366.43023 1366.88698  -99.00000 1367.20491  -99.00000
20000916 032920 1366.44414 1366.90089  -99.00000 1367.21879  -99.00000
20000916 042920 1366.42819 1366.88493  -99.00000 1367.20281  -99.00000
20000916 052920 1366.38132 1366.83805  -99.00000 1367.15590  -99.00000
20000916 062920 1366.38173 1366.83846  -99.00000 1367.15629  -99.00000
20000916 072920 1366.38809 1366.84482  -99.00000 1367.16262  -99.00000
20000916 082920 1366.37170 1366.82842  -99.00000 1367.14619  -99.00000
20000916 092920 1366.37667 1366.83339  -99.00000 1367.15114  -99.00000
20000916 102920 1366.37367 1366.83039  -99.00000 1367.14812  -99.00000
20000916 112920 1366.38057 1366.83729  -99.00000 1367.15499  -99.00000
20000916 122920 1366.41131 1366.87579 1365.94682 1367.19347 1366.23952
20000916 132920 1366.45835 1366.90571 1366.01100 1367.22336 1366.30365
20000916 142920 1366.43956 1366.87184 1366.00728 1367.18947 1366.29991
20000916 152920 1366.43505 1366.88208 1365.98802 1367.19968 1366.28061
20000916 162920 1366.42850 1366.87663 1365.98037 1367.19421 1366.27292
20000916 172920 1366.41412 1366.85523 1365.97300 1367.17279 1366.26552
20000916 182920 1366.42287 1366.86860 1365.97714 1367.18612 1366.26963
20000916 192920 1366.37288 1366.81815 1365.92761 1367.13565 1366.22006
20000916 202920 1366.39730 1366.82760 1365.96701 1367.14507 1366.25943
20000916 212920 1366.44885 1366.85692 1366.04078 1367.17437 1366.33316
20000916 222920 1366.42263 1366.83634 1366.00893 1367.15376 1366.30128
20000916 232920 1366.40019 1366.81993 1365.98045 1367.13733 1366.27276
20000917 002920 1366.41797 1366.86688 1365.96906 1367.18425 1366.26135
20000917 012920 1366.35683 1366.81649 1365.89717 1367.13384 1366.18942
20000917 022920 1366.31614 1366.76546 1365.86682 1367.08277 1366.15905
20000917 032920 1366.33752 1366.78547 1365.88956 1367.10276 1366.18176
20000917 042920 1366.36374 1366.82118 1365.90630 1367.13843 1366.19847
20000917 052920 1366.35346 1366.81064 1365.89627 1367.12787 1366.18840
20000917 062920 1366.33353 1366.79930 1365.86776 1367.11650 1366.15988
20000917 072920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
20000917 082920 1366.27970 1366.73665  -99.00000 1367.05379  -99.00000
20000917 092920 1366.29176 1366.74874  -99.00000 1367.06584  -99.00000
20000917 102920 1366.34847 1366.79437 1365.90257 1367.11144 1366.19457
20000917 112920 1366.32992 1366.78172 1365.87812 1367.09876 1366.17010
20000917 122920 1366.31819 1366.76654 1365.86984 1367.08355 1366.16179
20000917 132920 1366.25454 1366.70034 1365.80873 1367.01732 1366.10065
20000917 142920 1366.23525 1366.70956 1365.76094 1367.02650 1366.05284
20000917 152920 1366.22054 1366.69464 1365.74644 1367.01156 1366.03831
20000917 162920 1366.20691 1366.67219 1365.74163 1366.98907 1366.03348
20000917 172920 1366.21568 1366.67395 1365.75741 1366.99080 1366.04923
20000917 182920 1366.23543 1366.69322 1365.77764 1367.01004 1366.06943
20000917 192920 1366.21520 1366.65174 1365.77866 1366.96853 1366.07043
20000917 202920 1366.22377 1366.67478 1365.77276 1366.99154 1366.06451
20000917 212920 1366.14182 1366.61966 1365.66398 1366.93638 1365.95571
20000917 222920 1366.14156 1366.60447 1365.67864 1366.92116 1365.97035
20000917 232920 1366.10455 1366.57424 1365.63486 1366.89090 1365.92655
20000918 002920 1366.13695 1366.60940 1365.66450 1366.92603 1365.95616
20000918 012920 1366.12845 1366.58406 1365.67284 1366.90066 1365.96448
20000918 022920 1366.13502 1366.59522 1365.67481 1366.91178 1365.96643
20000918 032920 1366.10341 1366.54259 1365.66423 1366.85912 1365.95583
20000918 042920 1366.09959 1366.55719 1365.64198 1366.87368 1365.93356
20000918 052920 1366.06983  -99.00000 1365.61296  -99.00000 1365.90451
20000918 062920 1366.09574  -99.00000 1365.63886  -99.00000 1365.93039
20000918 072920 1366.07923  -99.00000 1365.62235  -99.00000 1365.91387
20000918 082920 1366.09944  -99.00000 1365.64256  -99.00000 1365.93406
20000918 092920 1366.08941 1366.53859 1365.64023 1366.85492 1365.93170
20000918 102920 1366.06514 1366.52006 1365.61021 1366.83635 1365.90167
20000918 112920 1366.03573 1366.50663 1365.56484 1366.82288 1365.85627
20000918 122920 1366.02156 1366.50320 1365.53993 1366.81942 1365.83135
20000918 132920 1365.94659 1366.41906 1365.47411 1366.73525 1365.76551
20000918 142920 1365.93852 1366.44318 1365.43385 1366.75933 1365.72524
20000918 152920 1365.89107 1366.37658 1365.40555 1366.69270 1365.69692
20000918 162920 1365.88355 1366.37517 1365.39194 1366.69125 1365.68329
20000918 172920 1365.91852 1366.38762 1365.44943 1366.70366 1365.74076
20000918 182920 1365.87680 1366.34698 1365.40662 1366.66299 1365.69793
20000918 192920 1365.87255 1366.32029 1365.42481 1366.63626 1365.71611
20000918 202920 1365.85293 1366.28913 1365.41672 1366.60507 1365.70801
20000918 212920 1365.84664 1366.30148 1365.39180 1366.61738 1365.68307
20000918 222920 1365.80224 1366.24331 1365.36117 1366.55918 1365.65242
20000918 232920 1365.77101 1366.20188 1365.34014 1366.51771 1365.63138
20000919 002920 1365.83036 1366.25772 1365.40300 1366.57351 1365.69423
20000919 012920 1365.80598 1366.21841 1365.39354 1366.53417 1365.68475
20000919 022920 1365.73401 1366.14328 1365.32475 1366.45900 1365.61595
20000919 032920 1365.71253 1366.12401 1365.30105 1366.43969 1365.59224
20000919 042920 1365.68339 1366.08489 1365.28190 1366.40053 1365.57307
20000919 052920 1365.66499 1366.07624 1365.25374 1366.39184 1365.54490
20000919 062920 1365.62744 1366.03835 1365.21653 1366.35392 1365.50767
20000919 072920 1365.61441 1366.03788 1365.19094 1366.35341 1365.48207
20000919 082920 1365.62821 1366.03648 1365.21995 1366.35198 1365.51107
20000919 092920 1365.56915 1365.99200 1365.14629 1366.30746 1365.43741
20000919 102920 1365.51286 1365.94138 1365.08435 1366.25680 1365.37545
20000919 112920 1365.49699 1365.92595 1365.06803 1366.24133 1365.35912
20000919 122920 1365.48714 1365.93118 1365.04310 1366.24652 1365.33418
20000919 132920 1365.42120 1365.85208 1364.99032 1366.16739 1365.28139
20000919 142920 1365.38755 1365.82316 1364.95194 1366.13842 1365.24300
20000919 152920 1365.36411 1365.79614 1364.93208 1366.11137 1365.22313
20000919 162920 1365.36173 1365.79669 1364.92676 1366.11189 1365.21780
20000919 172920 1365.35900 1365.77551 1364.94249 1366.09066 1365.23352
20000919 182920 1365.33284 1365.75319 1364.91250 1366.06830 1365.20352
20000919 192920 1365.32880 1365.75776 1364.89985 1366.07283 1365.19086
20000919 202920 1365.21916 1365.65992 1364.77840 1365.97496 1365.06940
20000919 212920 1365.19472 1365.63240 1364.75703 1365.94740 1365.04803
20000919 222920 1365.21791 1365.65647 1364.77935 1365.97143 1365.07034
20000919 232920 1365.18862 1365.62809 1364.74914 1365.94301 1365.04012
20000920 002920 1365.15874 1365.60294 1364.71455 1365.91783 1365.00552
20000920 012920 1365.14819 1365.57910 1364.71728 1365.89397 1365.00823
20000920 022920 1365.09854 1365.55046 1364.64662 1365.86530 1364.93756
20000920 032920 1365.14346 1365.58780 1364.69912 1365.90263 1364.99003
20000920 042920 1365.12573 1365.56411 1364.68735 1365.87892 1364.97824
20000920 052920 1365.09962 1365.53847 1364.66077 1365.85326 1364.95165
20000920 062920 1365.08418 1365.51330 1364.65505 1365.82808 1364.94591
20000920 072920 1365.01310 1365.44805 1364.57816 1365.76280 1364.86900
20000920 082920 1365.02787 1365.46205 1364.59368 1365.77679 1364.88450
20000920 092920 1365.02325 1365.43439 1364.61211 1365.74911 1364.90291
20000920 102920 1365.03978 1365.42923 1364.65033 1365.74394 1364.94111
20000920 112920 1365.05457 1365.44799 1364.66115 1365.76268 1364.95191
20000920 122920 1364.97026 1365.39993 1364.54059 1365.71461 1364.83133
20000920 132920 1364.92967 1365.36802 1364.49131 1365.68269 1364.78203
20000920 142920 1364.87045 1365.31401 1364.42689 1365.62866 1364.71759
20000920 152920 1364.84919 1365.29561 1364.40278 1365.61025 1364.69346
20000920 162920 1364.86786 1365.32427 1364.41145 1365.63890 1364.70211
20000920 172920 1364.85504 1365.30531 1364.40478 1365.61993 1364.69542
20000920 182920 1364.80161 1365.24934 1364.35387 1365.56394 1364.64449
20000920 192920 1364.77536 1365.20423 1364.34649 1365.51882 1364.63709
20000920 202920 1364.78828 1365.23507 1364.34149 1365.54965 1364.63207
20000920 212920 1364.75295 1365.18073 1364.32517 1365.49529 1364.61573
20000920 222920 1364.70412 1365.13327 1364.27496 1365.44782 1364.56550
20000920 232920 1364.71434 1365.14301 1364.28567 1365.45755 1364.57619
20000921 002920 1364.72874 1365.16355 1364.29394 1365.47808 1364.58444
20000921 012920 1364.67005 1365.10738 1364.23271 1365.42191 1364.52318
20000921 022920 1364.67136 1365.11074 1364.23198 1365.42525 1364.52244
20000921 032920 1364.64438 1365.09062 1364.19815 1365.40512 1364.48859
20000921 042920 1364.58821 1365.03625 1364.14018 1365.35074 1364.43060
20000921 052920 1364.51538 1364.97963 1364.05113 1365.29412 1364.34153
20000921 062920 1364.50872 1364.95138 1364.06606 1365.26587 1364.35644
20000921 072920 1364.47832 1364.91202 1364.04463 1365.22649 1364.33499
20000921 082920 1364.51123 1364.93839 1364.08407 1365.25286 1364.37441
20000921 092920 1364.51688  -99.00000 1364.06025  -99.00000 1364.35056
20000921 102920 1364.50934  -99.00000 1364.05271  -99.00000 1364.34301
20000921 112920 1364.43211  -99.00000 1363.97551  -99.00000 1364.26578
20000921 122920 1364.37280 1364.78925 1363.95636 1365.10369 1364.24661
20000921 132920 1364.32178 1364.75333 1363.89023 1365.06777 1364.18047
20000921 142920 1364.28854 1364.75532 1363.82176 1365.06976 1364.11197
20000921 152920 1364.24941 1364.71220 1363.78663 1365.02663 1364.07682
20000921 162920 1364.26465 1364.72368 1363.80563 1365.03811 1364.09580
20000921 172920 1364.21160 1364.64718 1363.77602 1364.96161 1364.06617
20000921 182920 1364.21139 1364.65350 1363.76928 1364.96792 1364.05941
20000921 192920 1364.21119 1364.64163 1363.78074 1364.95606 1364.07085
20000921 202920 1364.19682 1364.64978 1363.74386 1364.96420 1364.03395
20000921 212920 1364.14983 1364.61230 1363.68736 1364.92672 1363.97743
20000921 222920 1364.13835 1364.60078 1363.67593 1364.91520 1363.96597
20000921 232920 1364.14079 1364.62441 1363.65717 1364.93883 1363.94719
20000922 002920 1364.11860 1364.57925 1363.65795 1364.89367 1363.94795
20000922 012920 1364.12132 1364.56407 1363.67858 1364.87849 1363.96856
20000922 022920 1364.08563 1364.53101 1363.64025 1364.84543 1363.93021
20000922 032920 1364.05497 1364.49072 1363.61923 1364.80514 1363.90917
20000922 042920 1364.05304 1364.51071 1363.59537 1364.82513 1363.88529
20000922 052920 1363.98373 1364.44759 1363.51987 1364.76202 1363.80977
20000922 062920 1364.01326 1364.45691 1363.56962 1364.77134 1363.85950
20000922 072920 1364.02653 1364.46481 1363.58826 1364.77924 1363.87812
20000922 082920 1364.01617 1364.44358 1363.58877 1364.75801 1363.87860
20000922 092920 1364.01368 1364.43690 1363.59046 1364.75134 1363.88027
20000922 102920 1364.02169 1364.45063 1363.59275 1364.76507 1363.88255
20000922 112920 1363.99329 1364.41355 1363.57303 1364.72799 1363.86281
20000922 122920 1363.98307 1364.40977 1363.55637 1364.72422 1363.84612
20000922 132920 1363.96844 1364.39535 1363.54153 1364.70980 1363.83126
20000922 142920 1363.97242 1364.41954 1363.52530 1364.73400 1363.81501
20000922 152920 1363.99810 1364.44594 1363.55025 1364.76041 1363.83994
20000922 162920 1363.96760 1364.42109 1363.51412 1364.73556 1363.80379
20000922 172920 1363.94449 1364.39585 1363.49313 1364.71033 1363.78277
20000922 182920 1363.97854 1364.41472 1363.54235 1364.72921 1363.83197
20000922 192920 1363.92702 1364.36348 1363.49056 1364.67798 1363.78016
20000922 202920 1363.90906 1364.39070 1363.42743 1364.70521 1363.71700
20000922 212920 1363.92749 1364.37203 1363.48296 1364.68654 1363.77251
20000922 222920 1363.92814 1364.38476 1363.47152 1364.69928 1363.76105
20000922 232920 1363.95658 1364.41623 1363.49692 1364.73076 1363.78644
20000923 002920 1363.95007 1364.42204 1363.47811 1364.73659 1363.76760
20000923 012920 1363.98908 1364.44195 1363.53621 1364.75650 1363.82570
20000923 022920 1363.99905 1364.45899 1363.53912 1364.77354 1363.82859
20000923 032920 1363.98119 1364.44127 1363.52112 1364.75583 1363.81057
20000923 042920 1363.99361 1364.47455 1363.51266 1364.78912 1363.80211
20000923 052920 1363.98357 1364.45336 1363.51378 1364.76794 1363.80321
20000923 062920 1364.00331 1364.45258 1363.55404 1364.76717 1363.84346
20000923 072920 1364.01530 1364.45220 1363.57840 1364.76680 1363.86780
20000923 082920 1364.02751 1364.45887 1363.59615 1364.77347 1363.88554
20000923 092920 1364.08548 1364.51659 1363.65436 1364.83120 1363.94375
20000923 102920 1364.09026 1364.50999 1363.67052 1364.82462 1363.95989
20000923 112920 1364.14667 1364.57529 1363.71805 1364.88992 1364.00741
20000923 122920 1364.13802 1364.56615 1363.70989 1364.88080 1363.99924
20000923 132920 1364.11079 1364.55116 1363.67042 1364.86582 1363.95975
20000923 142920 1364.11730 1364.59843 1363.63617 1364.91310 1363.92549
20000923 152920 1364.14179 1364.63015 1363.65343 1364.94483 1363.94274
20000923 162920 1364.14210 1364.60267 1363.68152 1364.91736 1363.97083
20000923 172920 1364.21511 1364.67107 1363.75914 1364.98578 1364.04844
20000923 182920 1364.23932 1364.71585 1363.76279 1365.03056 1364.05208
20000923 192920 1364.25168 1364.73242 1363.77095 1365.04715 1364.06023
20000923 202920 1364.27828 1364.74169 1363.81486 1365.05643 1364.10413
20000923 212920 1364.36267 1364.78967 1363.93568 1365.10442 1364.22494
20000923 222920 1364.42202 1364.82247 1364.02156 1365.13724 1364.31081
20000923 232920 1364.47732 1364.85634 1364.09831 1365.17112 1364.38755
20000924 002920 1364.52241 1364.90405 1364.14077 1365.21885 1364.43000
20000924 012920 1364.52464 1364.92001 1364.12927 1365.23482 1364.41849
20000924 022920 1364.54932 1364.96032 1364.13832 1365.27515 1364.42754
20000924 032920 1364.53089 1364.96093 1364.10084 1365.27578 1364.39005
20000924 042920 1364.54374 1364.95665 1364.13083 1365.27151 1364.42003
20000924 052920 1364.57994 1365.02657 1364.13332 1365.34144 1364.42251
20000924 062920 1364.62522 1365.04790 1364.20254 1365.36279 1364.49173
20000924 072920 1364.64533 1365.06469 1364.22598 1365.37960 1364.51515
20000924 082920 1364.66565 1365.07847 1364.25282 1365.39340 1364.54199
20000924 092920 1364.69493 1365.10466 1364.28519 1365.41961 1364.57435
20000924 102920 1364.69607 1365.13568 1364.25647 1365.45064 1364.54562
20000924 112920 1364.76350 1365.20770 1364.31930 1365.52269 1364.60845
20000924 122920 1364.76530 1365.19880 1364.33181 1365.51380 1364.62095
20000924 132920 1364.76795 1365.20918 1364.32671 1365.52419 1364.61585
20000924 142920 1364.77788 1365.24947 1364.30629 1365.56451 1364.59542
20000924 152920 1364.81310 1365.28354 1364.34267 1365.59860 1364.63179
20000924 162920 1364.84349 1365.33010 1364.35688 1365.64518 1364.64600
20000924 172920 1364.88829 1365.35775 1364.41883 1365.67285 1364.70794
20000924 182920 1364.94071 1365.39316 1364.48825 1365.70828 1364.77736
20000924 192920 1365.04717 1365.48556 1364.60878 1365.80069 1364.89788
20000924 202920 1365.07854 1365.50788 1364.64920 1365.82304 1364.93829
20000924 212920 1365.08516 1365.52784 1364.64247 1365.84302 1364.93156
20000924 222920 1365.13762 1365.57429 1364.70095 1365.88949 1364.99004
20000924 232920 1365.16353 1365.60715 1364.71991 1365.92238 1365.00899
20000925 002920 1365.21082 1365.65080 1364.77083 1365.96605 1365.05991
20000925 012920 1365.22007 1365.67356 1364.76657 1365.98883 1365.05565
20000925 022920 1365.26688 1365.72347 1364.81028 1366.03876 1365.09936
20000925 032920 1365.26167 1365.70108 1364.82227 1366.01639 1365.11133
20000925 042920 1365.29749 1365.72255 1364.87244 1366.03789 1365.16150
20000925 052920 1365.33288  -99.00000 1364.87588  -99.00000 1365.16494
20000925 062920 1365.39674 1365.80669 1364.98679 1366.12207 1365.27585
20000925 072920 1365.46378 1365.84705 1365.08050 1366.16246 1365.36956
20000925 082920 1365.47126 1365.85346 1365.08905 1366.16890 1365.37811
20000925 092920 1365.50400 1365.88686 1365.12114 1366.20232 1365.41020
20000925 102920 1365.52504 1365.91840 1365.13169 1366.23389 1365.42073
20000925 112920 1365.53074 1365.93441 1365.12707 1366.24993 1365.41611
20000925 122920 1365.55018 1365.97166 1365.12871 1366.28720 1365.41775
20000925 132920 1365.54146 1365.99942 1365.08349 1366.31499 1365.37254
20000925 142920 1365.55400 1366.00458 1365.10342 1366.32018 1365.39246
20000925 152920 1365.52903 1365.98382 1365.07424 1366.29944 1365.36328
20000925 162920 1365.58483 1366.05844 1365.11122 1366.37409 1365.40026
20000925 172920 1365.59081 1366.05133 1365.13029 1366.36700 1365.41934
20000925 182920 1365.65500 1366.10784 1365.20216 1366.42354 1365.49120
20000925 192920 1365.68247 1366.15102 1365.21393 1366.46675 1365.50297
20000925 202920 1365.66465 1366.13982 1365.18948 1366.45559 1365.47852
20000925 212920 1365.71810 1366.18964 1365.24655 1366.50543 1365.53559
20000925 222920 1365.74953 1366.20489 1365.29417 1366.52071 1365.58321
20000925 232920 1365.75377 1366.18663 1365.32091 1366.50248 1365.60996
20000926 002920 1365.82443 1366.27738 1365.37149 1366.59325 1365.66053
20000926 012920 1365.87293 1366.31005 1365.43582 1366.62593 1365.72484
20000926 022920 1365.88312 1366.31543 1365.45082 1366.63132 1365.73982
20000926 032920 1365.90607 1366.32485 1365.48728 1366.64075 1365.77627
20000926 042920 1365.92742 1366.34234 1365.51249 1366.65826 1365.80146
20000926 052920 1365.99560 1366.38389 1365.60730 1366.69981 1365.89625
20000926 062920 1366.06782 1366.42745 1365.70819 1366.74338 1365.99713
20000926 072920 1366.07601 1366.44082 1365.71120 1366.75676 1366.00012
20000926 082920 1366.10777 1366.46261 1365.75292 1366.77856 1366.04182
20000926 092920 1366.24609  -99.00000 1365.78873  -99.00000 1366.07761
20000926 102920 1366.24297  -99.00000 1365.78559  -99.00000 1366.07446
20000926 112920 1366.23939  -99.00000 1365.78202  -99.00000 1366.07087
20000926 122920 1366.24951  -99.00000 1365.79213  -99.00000 1366.08096
20000926 132920 1366.13612 1366.54000 1365.73223 1366.85599 1366.02104
20000926 142920 1366.14039 1366.55341 1365.72736 1366.86941 1366.01616
20000926 152920 1366.19249 1366.60778 1365.77720 1366.92379 1366.06597
20000926 162920 1366.21303 1366.63245 1365.79360 1366.94846 1366.08236
20000926 172920 1366.25668 1366.68633 1365.82703 1367.00235 1366.11577
20000926 182920 1366.22026 1366.65324 1365.78729 1366.96926 1366.07601
20000926 192920 1366.23544 1366.65984 1365.81105 1366.97587 1366.09975
20000926 202920 1366.28931 1366.72475 1365.85388 1367.04079 1366.14255
20000926 212920 1366.36424 1366.82421 1365.90427 1367.14026 1366.19293
20000926 222920 1366.31352 1366.75848 1365.86856 1367.07453 1366.15720
20000926 232920 1366.33926 1366.77002 1365.90850 1367.08608 1366.19711
20000927 002920 1366.37649 1366.81098 1365.94200 1367.12704 1366.23059
20000927 012920 1366.40308 1366.84768 1365.95847 1367.16374 1366.24704
20000927 022920 1366.39255 1366.84777 1365.93733 1367.16384 1366.22588
20000927 032920 1366.43800 1366.90356 1365.97245 1367.21963 1366.26097
20000927 042920 1366.42438 1366.88814 1365.96062 1367.20422 1366.24912
20000927 052920 1366.49047 1366.95031 1366.03063 1367.26640 1366.31911
20000927 062920 1366.48531 1366.92393 1366.04669 1367.24002 1366.33515
20000927 072920 1366.51077 1366.94627 1366.07528 1367.26236 1366.36372
20000927 082920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
20000927 092920 1366.55453 1367.01221  -99.00000 1367.32831  -99.00000
20000927 102920 1366.54116 1366.99883  -99.00000 1367.31494  -99.00000
20000927 112920 1366.58774 1367.03681 1366.13867 1367.35292 1366.42701
20000927 122920 1366.60436 1367.09128 1366.11744 1367.40739 1366.40576
20000927 132920 1366.63794 1367.15156 1366.12431 1367.46767 1366.41260
20000927 142920 1366.62698 1367.16514 1366.08881 1367.48125 1366.37708
20000927 152920 1366.63144 1367.17932 1366.08357 1367.49543 1366.37182
20000927 162920 1366.66665 1367.20630 1366.12701 1367.52241 1366.41523
20000927 172920 1366.68736 1367.22721 1366.14751 1367.54333 1366.43571
20000927 182920 1366.77301 1367.29581 1366.25021 1367.61193 1366.53838
20000927 192920 1366.76288 1367.27232 1366.25345 1367.58844 1366.54159
20000927 202920 1366.79019 1367.28515 1366.29523 1367.60128 1366.58335
20000927 212920 1366.77610 1367.26277 1366.28944 1367.57889 1366.57753
20000927 222920 1366.79833 1367.29940 1366.29726 1367.61553 1366.58533
20000927 232920 1366.84988 1367.32701 1366.37276 1367.64313 1366.66080
20000928 002920 1366.86081 1367.33760 1366.38402 1367.65373 1366.67204
20000928 012920 1366.90748 1367.38904 1366.42592 1367.70516 1366.71391
20000928 022920 1366.90100 1367.36687 1366.43513 1367.68299 1366.72309
20000928 032920 1366.88941 1367.35771 1366.42111 1367.67384 1366.70904
20000928 042920 1366.90484 1367.39088 1366.41880 1367.70700 1366.70670
20000928 052920 1366.91856 1367.38785 1366.44927 1367.70397 1366.73715
20000928 062920 1366.96083 1367.41139 1366.51027 1367.72751 1366.79812
20000928 072920 1366.97752 1367.40662 1366.54842 1367.72274 1366.83624
20000928 082920 1366.99926 1367.41629 1366.58222 1367.73241 1366.87001
20000928 092920 1367.03101 1367.42922 1366.63280 1367.74534 1366.92056
20000928 102920 1367.00085 1367.42230 1366.57939 1367.73841 1366.86712
20000928 112920 1367.00938 1367.44658 1366.57218 1367.76269 1366.85988
20000928 122920 1366.96492 1367.43922 1366.49063 1367.75532 1366.77830
20000928 132920 1366.98486 1367.46648 1366.50323 1367.78258 1366.79087
20000928 142920 1366.99312 1367.48378 1366.50246 1367.79988 1366.79007
20000928 152920 1366.99526 1367.47495 1366.51557 1367.79104 1366.80316
20000928 162920 1366.97966 1367.47869 1366.48064 1367.79478 1366.76819
20000928 172920 1366.98069 1367.46363 1366.49775 1367.77972 1366.78527
20000928 182920 1366.96129 1367.42865 1366.49393 1367.74474 1366.78142
20000928 192920 1366.99432 1367.45322 1366.53542 1367.76931 1366.82288
20000928 202920 1366.99946 1367.42112 1366.57781 1367.73719 1366.86524
20000928 212920 1367.06483 1367.46585 1366.66380 1367.78192 1366.95120
20000928 222920 1367.05988 1367.45298 1366.66678 1367.76905 1366.95414
20000928 232920 1367.02055 1367.40808 1366.63302 1367.72414 1366.92036
20000929 002920 1367.02940 1367.41677 1366.64203 1367.73282 1366.92934
20000929 012920 1367.00087 1367.39859 1366.60316 1367.71463 1366.89044
20000929 022920 1366.93455 1367.36309 1366.50601 1367.67912 1366.79327
20000929 032920 1366.91360 1367.35473 1366.47247 1367.67076 1366.75971
20000929 042920 1366.89866 1367.34192 1366.45540 1367.65794 1366.74261
20000929 052920 1366.87815 1367.31541 1366.44088 1367.63141 1366.72807
20000929 062920 1366.89650 1367.31164 1366.48136 1367.62762 1366.76854
20000929 072920 1366.91465 1367.32553 1366.50377 1367.64150 1366.79092
20000929 082920 1366.88887 1367.29568 1366.48205 1367.61164 1366.76918
20000929 092920 1366.88719 1367.29717 1366.47722 1367.61312 1366.76432
20000929 102920 1366.87196 1367.28155 1366.46237 1367.59748 1366.74946
20000929 112920 1366.85227 1367.26956 1366.43498 1367.58548 1366.72204
20000929 122920 1366.80655 1367.24995 1366.36316 1367.56585 1366.65020
20000929 132920 1366.78476 1367.23059 1366.33892 1367.54648 1366.62594
20000929 142920 1366.78802 1367.25938 1366.31665 1367.57526 1366.60365
20000929 152920 1366.73163 1367.20007 1366.26319 1367.51593 1366.55016
20000929 162920 1366.68700 1367.17190 1366.20211 1367.48774 1366.48906
20000929 172920 1366.67790 1367.14166 1366.21415 1367.45749 1366.50108
20000929 182920 1366.68219 1367.11976 1366.24462 1367.43557 1366.53153
20000929 192920 1366.67625 1367.09769 1366.25480 1367.41348 1366.54169
20000929 202920 1366.67805 1367.11430 1366.24181 1367.43008 1366.52867
20000929 212920 1366.66427 1367.08956 1366.23899 1367.40532 1366.52584
20000929 222920 1366.63164 1367.05938 1366.20390 1367.37513 1366.49072
20000929 232920 1366.62582 1367.05373 1366.19792 1367.36945 1366.48472
20000930 002920 1366.61527 1367.05742 1366.17311 1367.37313 1366.45989
20000930 012920 1366.58595 1367.04623 1366.12567 1367.36192 1366.41243
20000930 022920 1366.59160 1367.04928 1366.13391 1367.36495 1366.42065
20000930 032920 1366.55897 1367.01888 1366.09905 1367.33452 1366.38577
20000930 042920 1366.53324 1367.00218 1366.06430 1367.31780 1366.35100
20000930 052920 1366.51273 1366.98593 1366.03953 1367.30153 1366.32621
20000930 062920 1366.58673 1367.02658 1366.14687 1367.34217 1366.43352
20000930 072920 1366.57309 1367.01446 1366.13173 1367.33002 1366.41836
20000930 082920 1366.53718 1366.96872 1366.10564 1367.28426 1366.39226
20000930 092920 1366.50975 1366.93986 1366.07964 1367.25538 1366.36624
20000930 102920 1366.47710 1366.91595 1366.03826 1367.23145 1366.32483
20000930 112920 1366.47441 1366.92871 1366.02011 1367.24418 1366.30666
20000930 122920 1366.45047 1366.91027 1365.99066 1367.22573 1366.27719
20000930 132920 1366.36677 1366.83834 1365.89520 1367.15377 1366.18171
20000930 142920 1366.37776 1366.85054 1365.90499 1367.16594 1366.19148
20000930 152920 1366.41112 1366.89802 1365.92421 1367.21340 1366.21068
20000930 162920 1366.39646 1366.87329 1365.91963 1367.18864 1366.20607
20000930 172920 1366.35585 1366.82918 1365.88252 1367.14451 1366.16894
