;(4)   Crommelynck, D., S. Dewitte and A. Chevalier, Total Solar Irradiance 
19970202 1365.50586 1365.96094 1365.05078 1366.15332 1365.31079
19970203 1365.38342 1365.85059 1364.91638 1366.04370 1365.17566
19970204 1365.46423 1365.92737 1365.00647 1366.12134 1365.26514
19970205 1365.59509 1366.05469 1365.13538 1366.24951 1365.39368
19970206 1365.63989 1366.09338 1365.18591 1366.28894 1365.44348
19970207 1365.62866 1366.09924 1365.15808 1366.29565 1365.41516
19970208 1365.59924 1366.06689 1365.13159 1366.26428 1365.38794
19970209 1365.61890 1366.06311 1365.17126 1366.26147 1365.42688
19970210 1365.59497 1366.04370 1365.14612 1366.24329 1365.40112
19970211 1365.57935 1366.02136 1365.13745 1366.22217 1365.39172
19970212 1365.56531 1366.00989 1365.10730 1366.21228 1365.36121
19970213 1365.53174 1365.99731 1365.06628 1366.20093 1365.31982
19970214 1365.51416 1365.97876 1365.04651 1366.18384 1365.29980
19970215 1365.51111 1365.95837 1365.06396 1366.16455 1365.31689
19970216 1365.53027 1365.96167 1365.09888 1366.16882 1365.35168
19970217 1365.50513 1365.96338 1365.04700 1366.17163 1365.29968
19970218 1365.51709 1365.97400 1365.06018 1366.18335 1365.31274
19970219 1365.51025 1365.96399 1365.05750 1366.17444 1365.30994
19970220 1365.48694 1365.94226 1365.03149 1366.15381 1365.28381
19970221 1365.48059 1365.94287 1365.01843 1366.15540 1365.27051
19970222 1365.46216 1365.94373 1364.98059 1366.15747 1365.23242
19970223 1365.48926 1365.95691 1365.02148 1366.17188 1365.27307
19970224 1365.54980 1365.98914 1365.10608 1366.20544 1365.35718
19970225 1365.58411 1366.03003 1365.13623 1366.24780 1365.38672
19970226 1365.61108 1366.05530 1365.17078 1366.27454 1365.42078
19970227 1365.61292 1366.05835 1365.16760 1366.27881 1365.41711
19970228 1365.57727 1366.04590 1365.10876 1366.26782 1365.35779
19970301 1365.65564 1366.05908 1365.26917 1366.28223 1365.51770
19970302 1365.62024 1366.06641 1365.19446 1366.29089 1365.44250
19970303 1365.63745 1366.10022 1365.17480 1366.32617 1365.42224
19970304 1365.63062 1366.10901 1365.15222 1366.33618 1365.39917
19970305 1365.64941 1366.14465 1365.15430 1366.37305 1365.40100
19970306 1365.62341 1366.10181 1365.14697 1366.33130 1365.39343
19970307 1365.64343 1366.11890 1365.16797 1366.34937 1365.41431
19970308 1365.65662 1366.15710 1365.15625 1366.38867 1365.40222
19970309 1365.65308 1366.13330 1365.17285 1366.36597 1365.41846
19970310 1365.62329 1366.07861 1365.16797 1366.31250 1365.41333
19970311 1365.61108 1366.06409 1365.15771 1366.29895 1365.40283
19970312 1365.58008 1366.05945 1365.10059 1366.29541 1365.34546
19970313 1365.62158 1366.07190 1365.17114 1366.30908 1365.41565
19970314 1365.58508 1366.04138 1365.12878 1366.27954 1365.37305
19970315 1365.61670 1366.06812 1365.16541 1366.30725 1365.40942
19970316 1365.63000 1366.08496 1365.17493 1366.32520 1365.41870
19970317 1365.61072 1366.07434 1365.14697 1366.31567 1365.39050
19970318 1365.57031 1366.02808 1365.11255 1366.27063 1365.35559
19970319 1365.45972 1365.92395 1364.99548 1366.16772 1365.23816
19970320 1365.43298 1365.90710 1364.95874 1366.15210 1365.20105
19970321 1365.44690 1365.91394 1364.97925 1366.15991 1365.22107
19970322 1365.44092 1365.91663 1364.96521 1366.16382 1365.20667
19970323 1365.46692 1365.94519 1364.98853 1366.19360 1365.22961
19970324 1365.47241 1365.94751 1364.99719 1366.19727 1365.23767
19970325 1365.49902 1365.96155 1365.03638 1366.21240 1365.27649
19970326 1365.48450 1365.95410 1365.01563 1366.20593 1365.25549
19970327 1365.53809 1365.99902 1365.07727 1366.25171 1365.31689
19970328 1365.60779 1366.04797 1365.16748 1366.30151 1365.40698
19970329 1365.58008 1366.02710 1365.12073 1366.28149 1365.35986
19970330 1365.52747 1365.99988 1365.05505 1366.25513 1365.29370
19970331 1365.51917 1365.98083 1365.06116 1366.23706 1365.29944
19970401 1365.52991 1365.98804 1365.07190 1366.24524 1365.30969
19970402 1365.49634 1365.95898 1365.03381 1366.21704 1365.27124
19970403 1365.58838 1366.04028 1365.13538 1366.29919 1365.37231
19970404 1365.66284 1366.13281 1365.19287 1366.39233 1365.42908
19970405 1365.71509 1366.17456 1365.25244 1366.43433 1365.48804
19970406 1365.72400 1366.19507 1365.25305 1366.45532 1365.48792
19970407 1365.72412 1366.19226 1365.25610 1366.45337 1365.48999
19970408 1365.65955 1366.14417 1365.17505 1366.40613 1365.40796
19970409 1365.62549 1366.08374 1365.16724 1366.34668 1365.39941
19970410 1365.55505 1366.02026 1365.09143 1366.28394 1365.32288
19970411 1365.59277 1366.06763 1365.11414 1366.33179 1365.34473
19970412 1365.63440 1366.11853 1365.14209 1366.38330 1365.37195
19970413 1365.62354 1366.07727 1365.16980 1366.34229 1365.39893
19970414 1365.53918 1365.99255 1365.08582 1366.25781 1365.31409
19970415 1365.47888 1365.92188 1365.03845 1366.18713 1365.26587
19970416 1365.45288 1365.91541 1364.99036 1366.18079 1365.21704
19970417 1365.44885 1365.90881 1364.99011 1366.17419 1365.21619
19970418 1365.50110 1365.94971 1365.05249 1366.21521 1365.27783
19970419 1365.47498 1365.94238 1365.00769 1366.20801 1365.23206
19970420 1365.48438 1365.94141 1365.02991 1366.20728 1365.25317
19970421 1365.48779 1365.94434 1365.03125 1366.21045 1365.25330
19970422 1365.45190 1365.91980 1364.98413 1366.18604 1365.20520
19970423 1365.47009 1365.92297 1365.01721 1366.18933 1365.23743
19970424 1365.49170 1365.93970 1365.04370 1366.20630 1365.26306
19970425 1365.51770 1365.98279 1365.05103 1366.24951 1365.26929
19970426 1365.51733 1365.98499 1365.04968 1366.25171 1365.26697
19970427 1365.59534 1366.05200 1365.13855 1366.31897 1365.35486
19970428 1365.58789 1366.06848 1365.10742 1366.33594 1365.32312
19970429 1365.59998 1366.05847 1365.14148 1366.32654 1365.35669
19970430 1365.62244 1366.08911 1365.15674 1366.35779 1365.37183
19970501 1365.65259 1366.12109 1365.18420 1366.39038 1365.39917
19970502 1365.70227 1366.15381 1365.25061 1366.42346 1365.46582
19970503 1365.66211 1366.14001 1365.18433 1366.40991 1365.39966
19970504 1365.64355 1366.10657 1365.18054 1366.37671 1365.39539
19970505 1365.66870 1366.12231 1365.21936 1366.39233 1365.43372
19970506 1365.64856 1366.10156 1365.19556 1366.37170 1365.40955
19970507 1365.59241  -99.00000 1365.12756  -99.00000 1365.34143
19970508 1365.60474  -99.00000 1365.14294  -99.00000 1365.35681
19970509 1365.59302  -99.00000 1365.13110  -99.00000 1365.34521
19970510 1365.55054 1365.98962 1365.10083 1366.26257 1365.31506
19970511 1365.51123 1365.97534 1365.04712 1366.24878 1365.26147
19970512 1365.48047 1365.94971 1365.01135 1366.22363 1365.22595
19970513 1365.45764 1365.92346 1364.99182 1366.19800 1365.20679
19970514 1365.48926 1365.94910 1365.02942 1366.22424 1365.24487
19970515 1365.54504 1366.00989 1365.08301 1366.28564 1365.29871
19970516 1365.57813 1366.04053 1365.11572 1366.31689 1365.33154
19970517 1365.55396 1366.03052 1365.07727 1366.30750 1365.29309
19970518 1365.48596 1365.95801 1365.01392 1366.23547 1365.22986
19970519 1365.43750 1365.89685 1364.97827 1366.17493 1365.19470
19970520 1365.44031 1365.88916 1364.99963 1366.16785 1365.21680
19970521 1365.38062 1365.82568 1364.94434 1366.10486 1365.16235
19970522 1365.45520 1365.91528 1364.99512 1366.19519 1365.21338
19970523 1365.56213 1366.02954 1365.09473 1366.30994 1365.31335
19970524 1365.62671 1366.10498 1365.14844 1366.38611 1365.36731
19970525 1365.68372 1366.16016 1365.21228 1366.44214 1365.43152
19970526 1365.70215 1366.17200 1365.23230 1366.45483 1365.45166
19970527 1365.70276 1366.18005 1365.22534 1366.46411 1365.44507
19970528 1365.71289 1366.19897 1365.22693 1366.48401 1365.44702
19970529 1365.75623 1366.25305 1365.25928 1366.53943 1365.47998
19970530 1365.79565 1366.26221 1365.33508 1366.54980 1365.55615
19970531 1365.77734 1366.25537 1365.29932 1366.54358 1365.52063
19970601 1365.71777 1366.18799 1365.24756 1366.47681 1365.46899
19970602 1365.62683 1366.08606 1365.16772 1366.37537 1365.38940
19970603 1365.53491 1366.00305 1365.06689 1366.29297 1365.28870
19970604 1365.52197 1365.99939 1365.05090 1366.28979 1365.27283
19970605 1365.53979 1365.99658 1365.08301 1366.28760 1365.30505
19970606 1365.54944 1366.02332 1365.07556 1366.31482 1365.29785
19970607 1365.54895 1366.02942 1365.06860 1366.32141 1365.29126
19970608 1365.54297 1366.01550 1365.07043 1366.30798 1365.29333
19970609 1365.51025 1365.96777 1365.05420 1366.26086 1365.27734
19970610 1365.48718 1365.94202 1365.03247 1366.23560 1365.25574
19970611 1365.50464 1365.96045 1365.04883 1366.25464 1365.27234
19970612 1365.50818 1365.97131 1365.04517 1366.26599 1365.26855
19970613 1365.52026 1365.97241 1365.06824 1366.26770 1365.29150
19970614 1365.49951 1365.96533 1365.03674 1366.26123 1365.26001
19970615 1365.51038 1365.97021 1365.05042 1366.26660 1365.27368
19970616 1365.49695 1365.94971 1365.04407 1366.24670 1365.26721
19970617 1365.54333 1365.98926 1365.09753 1366.28674 1365.32080
19970618 1365.60168 1366.04492 1365.15845 1366.34290 1365.38147
19970619 1365.55432 1366.01062 1365.10071 1366.30908 1365.32336
19970620 1365.56726 1366.01611 1365.11829 1366.31482 1365.34070
19970621 1365.55896 1366.02161 1365.08740 1366.32043 1365.30969
19970622 1365.57471 1366.01489 1365.14417 1366.31360 1365.36646
19970623 1365.54590 1365.98767 1365.12622 1366.28625 1365.34851
19970624 1365.54468 1365.99805 1365.09985 1366.29675 1365.32227
19970625 1365.51660 1365.98962 1365.04358 1366.28870 1365.26636
19970626 1365.55835 1366.03149 1365.08508 1366.33105 1365.30811
19970627 1365.61536 1366.05798 1365.17261 1366.35803 1365.39636
19970628 1365.63550 1366.08765 1365.18347 1366.38818 1365.40784
19970629 1365.62329 1366.06177 1365.19104 1366.36292 1365.41602
19970630 1365.58008 1366.03674 1365.12329 1366.33850 1365.34827
19970701 1365.57422 1366.03699 1365.11279 1366.33923 1365.33740
19970702 1365.56812 1366.02478 1365.11035 1366.32751 1365.33484
19970703 1365.52649 1365.99365 1365.05945 1366.29700 1365.28418
19970704 1365.51440 1365.96594 1365.06750 1366.26978 1365.29297
19970705 1365.52820 1365.98193 1365.07446 1366.28625 1365.30054
19970706 1365.47351 1365.93994 1365.00696 1366.24475 1365.23340
19970707 1365.47607 1365.94495 1365.00720 1366.25037 1365.23401
19970708 1365.49976 1365.97070 1365.02869 1366.27673 1365.25598
19970709 1365.49500 1365.95520 1365.03503 1366.26184 1365.26282
19970710 1365.49561 1365.96021 1365.03088 1366.26746 1365.25916
19970711 1365.46716 1365.92053 1365.01392 1366.22839 1365.24268
19970712 1365.45325 1365.91760 1364.98889 1366.22644 1365.21814
19970713 1365.44800 1365.89600 1365.01965 1366.20569 1365.24915
19970714 1365.42920 1365.90076 1364.96167 1366.21143 1365.19165
19970715 1365.44922 1365.91565 1364.98279 1366.22729 1365.21338
19970716 1365.48499 1365.94849 1365.02319 1366.26099 1365.25427
19970717 1365.54700 1366.00195 1365.09644 1366.31519 1365.32813
19970718 1365.56506 1366.03247 1365.09753 1366.34631 1365.32971
19970719 1365.58875 1366.04663 1365.13953 1366.36084 1365.37219
19970720 1365.59119 1366.05591 1365.12305 1366.37048 1365.35608
19970721 1365.57263 1366.05090 1365.09436 1366.36597 1365.32776
19970722 1365.57349 1366.04724 1365.09961 1366.36292 1365.33362
19970723 1365.55249 1366.02649 1365.07715 1366.34265 1365.31165
19970724 1365.57178 1366.05725 1365.08606 1366.37415 1365.32141
19970725 1365.57715 1366.06189 1365.09241 1366.37964 1365.32874
19970726 1365.71423 1366.14819 1365.30579 1366.46680 1365.54272
19970727 1365.66711 1366.14771 1365.18652 1366.46704 1365.42419
19970728 1365.61499 1366.08093 1365.14905 1366.40100 1365.38733
19970729 1365.58850 1366.05383 1365.12500 1366.37463 1365.36389
19970730 1365.55176 1365.99170 1365.09558 1366.31323 1365.33508
19970731 1365.51709 1365.96863 1365.06555 1366.29065 1365.30579
19970801 1365.53076 1365.97070 1365.07764 1366.29346 1365.31836
19970802 1365.47351 1365.93237 1365.01147 1366.25586 1365.25244
19970803 1365.52808 1365.92834 1365.11169 1366.25269 1365.35266
19970804 1365.45886 1365.93408 1364.95691 1366.25916 1365.19800
19970805 1365.46497 1365.92505 1365.00159 1366.25073 1365.24280
19970806 1365.48340 1365.92688 1365.03992 1366.25293 1365.28137
19970807 1365.54639 1365.99927 1365.09363 1366.32568 1365.33521
19970808 1365.56250 1366.01074 1365.10986 1366.33765 1365.35156
19970809 1365.54956 1366.02942 1365.06970 1366.35693 1365.31140
19970810 1365.55127 1366.01501 1365.08740 1366.34302 1365.32922
19970811 1365.58228 1366.04187 1365.12256 1366.37012 1365.36511
19970812 1365.59021 1366.04297 1365.13733 1366.37146 1365.38098
19970813 1365.62683 1366.08923 1365.16443 1366.41797 1365.40894
19970814 1365.63770 1366.10791 1365.16553 1366.43689 1365.41052
19970815 1365.59534 1366.05396 1365.13672 1366.38330 1365.38220
19970816 1365.55786 1366.02100 1365.09119 1366.35071 1365.33716
19970817 1365.54395 1366.03784 1365.02722 1366.36755 1365.27393
19970818 1365.53918 1366.01587 1365.06458 1366.34558 1365.31177
19970819 1365.54053 1366.01135 1365.06970 1366.34082 1365.31750
19970820 1365.52539 1365.99744 1365.05334 1366.32690 1365.30176
19970821 1365.55383 1366.02820 1365.07935 1366.35742 1365.32849
19970822 1365.54993 1366.03638 1365.06360 1366.36560 1365.31323
19970823 1365.58667 1366.06140 1365.11108 1366.39087 1365.36096
19970824 1365.67041 1366.15649 1365.18433 1366.48645 1365.43420
19970825 1365.72351 1366.19421 1365.25281 1366.52454 1365.50281
19970826 1365.71252 1366.18176 1365.24316 1366.51221 1365.49353
19970827 1365.67615 1366.15015 1365.20251 1366.48059 1365.45325
19970828 1365.54907 1366.01294  -99.00000 1366.34338  -99.00000
19970829 1365.47241 1365.93970 1365.00513 1366.26990 1365.25720
19970830 1365.47864 1365.94800 1365.00928 1366.27771 1365.26233
19970831 1365.54370 1365.99109  -99.00000 1366.32043  -99.00000
19970901 1365.67297 1366.09241 1365.27844 1366.42163 1365.53284
19970902 1365.76196 1366.22498 1365.30017 1366.55408 1365.55493
19970903 1365.87476 1366.35474 1365.40186 1366.68359 1365.65686
19970904 1365.87903 1366.29370 1365.44312 1366.62231 1365.69836
19970905 1365.64551 1366.11035 1365.17725 1366.43872 1365.43262
19970906 1365.42175 1365.88733 1364.95618 1366.21545 1365.21155
19970907 1365.27710 1365.72034 1364.82495 1366.04810 1365.08044
19970908 1365.08997 1365.54895 1364.63110 1365.87610 1364.88660
19970909 1364.84180 1365.28284 1364.40906 1365.60938 1364.66467
19970910 1364.79236 1365.24353 1364.33972 1365.56958 1364.59534
19970911 1364.95288 1365.42151 1364.49902 1365.74719 1364.75464
19970912 1365.06580 1365.53577 1364.57837 1365.86108 1364.83374
19970913 1365.24402 1365.73096 1364.75720 1366.05591 1365.01245
19970914 1365.44653 1365.90564 1364.98755 1366.23022 1365.24231
19970915 1365.46912 1365.96021 1364.97791 1366.28455 1365.23230
19970916 1365.55933 1366.03528 1365.08350 1366.35913 1365.33765
19970917 1365.56592 1366.05139 1365.07410 1366.37476 1365.32800
19970918 1365.53882 1365.99915 1365.07251 1366.32178 1365.32605
19970919 1365.51855 1365.96899 1365.06824 1366.29053 1365.32141
19970920 1365.63037 1366.05725 1365.20349 1366.37756 1365.45642
19970921 1365.71960 1366.15112 1365.28809 1366.47034 1365.54065
19970922 1365.78650 1366.25659 1365.31458 1366.57495 1365.56665
19970923 1365.76160 1366.18713 1365.33545 1366.50452 1365.58691
19970924 1365.60852 1366.06494 1365.15198 1366.38159 1365.40295
19970925 1365.55286 1365.99731 1365.08569 1366.31287 1365.33618
19970926 1365.59644 1366.05505 1365.13782 1366.36963 1365.38782
19970927 1365.64746 1366.09656 1365.20605 1366.41028 1365.45605
19970928 1365.74390 1366.15173 1365.33594 1366.46521 1365.58643
19970929 1365.84192 1366.24316 1365.40540 1366.55676 1365.65662
19970930 1365.89099 1366.33459 1365.44739 1366.64832 1365.69934
19971001 1365.88977 1366.37170 1365.40784 1366.68555 1365.66064
19971002 1365.86316 1366.33643 1365.39172 1366.65039 1365.64551
19971003 1365.83826 1366.30750 1365.36353 1366.62195 1365.61853
19971004 1365.78369 1366.25732 1365.30603 1366.57275 1365.56250
19971005 1365.86523 1366.32043 1365.41199 1366.63733 1365.67004
19971006 1365.91309 1366.36865 1365.45337 1366.68726 1365.71338
19971007 1365.92957 1366.38184 1365.48083 1366.70215 1365.74268
19971008 1365.95447 1366.38416 1365.52490 1366.70642 1365.78857
19971009 1365.98450 1366.40417 1365.56482 1366.72864 1365.83044
19971010 1365.92810 1366.37012 1365.48621 1366.69690 1365.75342
19971011 1365.88965 1366.36292 1365.41638 1366.69226 1365.68518
19971012 1365.84680 1366.28479 1365.39404 1366.61670 1365.66431
19971013 1365.78992 1366.25879 1365.31934 1366.59302 1365.59106
19971014 1365.76538 1366.22302 1365.30676 1366.55945 1365.58032
19971015 1365.70959 1366.16492 1365.25427 1366.50354 1365.52942
19971016 1365.63367 1366.09009 1365.17712 1366.43079 1365.45386
19971017 1365.65088 1366.10474 1365.20251 1366.44763 1365.48083
19971018 1365.70581 1366.14539 1365.26233 1366.49072 1365.54199
19971019 1365.68787 1366.14148 1365.23682 1366.48877 1365.51831
19971020 1365.69238 1366.13733 1365.25195 1366.48682 1365.53467
19971021 1365.69812 1366.14905 1365.24683 1366.50061 1365.53125
19971022 1365.73157 1366.16553 1365.29102 1366.51880 1365.57715
19971023 1365.75586 1366.22046 1365.29126 1366.57532 1365.57910
19971024 1365.73767 1366.20642 1365.27124 1366.56274 1365.56079
19971025 1365.76306 1366.22278 1365.30334 1366.58044 1365.59436
19971026 1365.77258 1366.22437 1365.31812 1366.58337 1365.61072
19971027 1365.77124 1366.23523 1365.30249 1366.59534 1365.59607
19971028 1365.80408 1366.20996 1365.39929 1366.57092 1365.69434
19971029 1365.70044 1366.15576 1365.24524 1366.51758 1365.54114
19971030 1365.59900 1366.05371 1365.14417 1366.41626 1365.44043
19971031 1365.61450 1366.05066 1365.17847 1366.41370 1365.47437
19971101 1365.63281 1366.08557 1365.16528 1366.44910 1365.46033
19971102 1365.60938 1366.05664 1365.16211 1366.42053 1365.45630
19971103 1365.24219 1365.69360 1364.77917 1366.05798 1365.07288
19971104 1365.27795 1365.73621 1364.81628 1366.10107 1365.10962
19971105 1365.36658 1365.82263 1364.91052 1366.18787 1365.20361
19971106 1365.58545 1366.02905 1365.14490 1366.39490 1365.43774
19971107 1365.77161 1366.22717 1365.31592 1366.59338 1365.60864
19971108 1365.85901 1366.31689 1365.40112 1366.68359 1365.69348
19971109 1365.87671 1366.33118 1365.42224 1366.69836 1365.71399
19971110 1365.83142 1366.27173 1365.39124 1366.63928 1365.68225
19971111 1365.73865 1366.18970 1365.29382 1366.55786 1365.58423
19971112 1365.69458 1366.16138 1365.22778 1366.52991 1365.51794
19971113 1365.68372 1366.15259 1365.21484 1366.52161 1365.50476
19971114 1365.75012 1366.19666 1365.30920 1366.56616 1365.59912
19971115 1365.68359 1366.14807 1365.20972 1366.51807 1365.49915
19971116 1365.64758 1366.08179 1365.19519 1366.45227 1365.48425
19971117 1365.52576 1365.99048 1365.05713 1366.36145 1365.34546
19971118 1365.41736 1365.92029 1364.91443 1366.29163 1365.20154
19971119 1365.40674 1365.88708 1364.92102 1366.25879 1365.20715
19971120 1365.45325 1365.91113  -99.00000 1366.28345  -99.00000
19971121 1365.40527 1365.88464 1364.90796 1366.25720 1365.19214
19971122 1365.48608 1365.95190 1365.02466 1366.32471 1365.30872
19971123 1365.77515 1366.24683 1365.30347 1366.61987 1365.58752
19971124 1366.01685 1366.49512 1365.53870 1366.86804 1365.82227
19971125 1366.10522 1366.57983 1365.63049 1366.95239 1365.91345
19971126 1366.05408 1366.52100 1365.58484 1366.89343 1365.86719
19971127 1366.00330 1366.47412 1365.53271 1366.84668 1365.81445
19971128 1365.92053 1366.38416 1365.45703 1366.75708 1365.73816
19971129 1365.80884 1366.25745 1365.33948 1366.63062 1365.61987
19971130 1365.69092 1366.16602 1365.22375 1366.53918 1365.50317
19971201 1365.61145 1366.07300 1365.14465 1366.44617 1365.42273
19971202 1365.58752 1366.04358 1365.13135 1366.41675 1365.40845
19971203 1365.67444 1366.11792 1365.23096 1366.49121 1365.50745
19971204 1365.74316 1366.18201 1365.29553 1366.55542 1365.57178
19971205 1365.79822 1366.26367 1365.33289 1366.63721 1365.60864
19971206 1365.93970 1366.40405 1365.49011 1366.77759 1365.76489
19971207 1365.92847 1366.40125 1365.45972 1366.77466 1365.73352
19971208 1365.90906 1366.35046 1365.46094 1366.72375 1365.73364
19971209 1365.71814 1366.17554 1365.26147 1366.54895 1365.53308
19971210 1365.61975 1366.08228 1365.14734 1366.45581 1365.41772
19971211 1365.63342 1366.10498 1365.15271 1366.47852 1365.42212
19971212 1365.67651 1366.13574 1365.21802 1366.50952 1365.48633
19971213 1365.72205 1366.19434 1365.25122 1366.56824 1365.51855
19971214 1365.75635 1366.22388 1365.28894 1366.59778 1365.55542
19971215 1365.73206 1366.21582 1365.24817 1366.58997 1365.51367
19971216 1365.67761 1366.13318 1365.21838 1366.50757 1365.48291
19971217 1365.65625 1366.07471 1365.21716 1366.44946 1365.48108
19971218 1365.57800 1366.03577 1365.12024 1366.41101 1365.38354
19971219 1365.59753 1366.09509 1365.12036 1366.47107 1365.38342
19971220 1365.76245 1366.20923 1365.31201 1366.58582 1365.57471
19971221 1365.88672 1366.32288 1365.44580 1366.69983 1365.70801
19971222 1365.78540 1366.28174 1365.28894 1366.65918 1365.55078
19971223 1365.66357 1366.13440 1365.19275 1366.51221 1365.45422
19971224 1365.69849 1366.15723 1365.23975 1366.53540 1365.50098
19971225 1365.69385 1366.17297 1365.22095 1366.55176 1365.48206
19971226 1365.72974 1366.18921 1365.26697 1366.56836 1365.52783
19971227 1365.76721 1366.22717 1365.30725 1366.60669 1365.56787
19971228 1365.78650 1366.25427 1365.31897 1366.63403 1365.57910
19971229 1365.81030 1366.28662 1365.33875 1366.66650 1365.59863
19971230 1365.85510 1366.30408 1365.40613 1366.68433 1365.66614
19971231 1365.97412 1366.40601 1365.52881 1366.78674 1365.78882
19980101 1365.99170 1366.47827 1365.50500 1366.85950 1365.76526
19980102 1366.00879 1366.47437 1365.54333 1366.85608 1365.80334
19980103 1366.03259 1366.46021 1365.59326 1366.84253 1365.85303
19980104 1366.03455 1366.46729 1365.59241 1366.85034 1365.85217
19980105 1365.93665 1366.37317 1365.49622 1366.75671 1365.75574
19980106 1365.87024 1366.30994 1365.42041 1366.69397 1365.67993
19980107 1365.80200 1366.26245 1365.33801 1366.64709 1365.59753
19980108 1365.78760 1366.23340 1365.33960 1366.61853 1365.59900
19980109 1365.76855 1366.24451 1365.29578 1366.63013 1365.55518
19980110 1365.79968 1366.26526 1365.33240 1366.65137 1365.59167
19980111 1365.78027 1366.23608 1365.32629 1366.62280 1365.58545
19980112 1365.70557 1366.16113 1365.24377 1366.54858 1365.50269
19980113 1365.60999 1366.06531 1365.15454 1366.45349 1365.41321
19980114 1365.60071 1366.04407 1365.15735 1366.43274 1365.41577
19980115 1365.60425 1366.05469 1365.15210 1366.44409 1365.41040
19980116 1365.66895 1366.12537 1365.21155 1366.51526 1365.46973
19980117 1365.83081 1366.29944 1365.36230 1366.68994 1365.62024
19980118 1366.01038 1366.47205 1365.54858 1366.86316 1365.80640
19980119 1366.03491 1366.49731 1365.57251 1366.88916 1365.83020
19980120 1366.00623 1366.45288 1365.55420 1366.84521 1365.81177
19980121 1365.97339 1366.44604 1365.50085 1366.83887 1365.75830
19980122 1366.00684 1366.47314 1365.54053 1366.86646 1365.79797
19980123 1366.03137 1366.48193 1365.58081 1366.87585 1365.83813
19980124 1365.98669 1366.45715 1365.51636 1366.85168 1365.77332
19980125 1365.97302 1366.44214 1365.49182 1366.83740 1365.74866
19980126 1365.91553 1366.37830 1365.45276 1366.77429 1365.70935
19980127 1365.92542 1366.38464 1365.46631 1366.78137 1365.72253
19980128 1365.90894 1366.36877 1365.44824 1366.76611 1365.70422
19980129 1365.91199 1366.38635 1365.43750 1366.78430 1365.69324
19980130 1365.91418 1366.35815 1365.47021 1366.75671 1365.72595
19980131 1365.87317 1366.31885 1365.42737 1366.71790 1365.68311
19980201 1365.86963 1366.32275 1365.41638 1366.72217 1365.67224
19980202 1365.83008 1366.28552 1365.37476 1366.68506 1365.63074
19980203 1365.80225 1366.25208 1365.35242 1366.65198 1365.60852
19980204 1365.72632 1366.18872 1365.26660 1366.58899 1365.52271
19980205 1365.72388 1366.18250 1365.26514 1366.58325 1365.52136
19980206 1365.76013 1366.22864 1365.29163 1366.62976 1365.54785
19980207 1365.78772 1366.25769 1365.31775 1366.65918 1365.57410
19980208 1365.75781 1366.22034 1365.29529 1366.62231 1365.55164
19980209 1365.72351 1366.18591 1365.25366 1366.58838 1365.50989
19980210 1365.74597 1366.22534 1365.26648 1366.62817 1365.52283
19980211 1365.79492 1366.26892 1365.32092 1366.67224 1365.57703
19980212 1365.73401 1366.20581 1365.26208 1366.60999 1365.51794
19980213 1365.62720 1366.09998 1365.15454 1366.50537 1365.40955
19980214 1365.52563 1365.99731 1365.06128 1366.40430 1365.31519
19980215 1365.41907 1365.88965 1364.94836 1366.29797 1365.20129
19980216 1365.40979 1365.85876 1364.96082 1366.26770 1365.21350
19980217 1365.45740 1365.92175 1364.99316 1366.33105 1365.24597
19980218 1365.58093 1366.04272 1365.11902 1366.45251 1365.37195
19980219 1365.75293 1366.20471 1365.30347 1366.61475 1365.55640
19980220 1365.90796 1366.37769 1365.43823 1366.78809 1365.69128
19980221 1366.03259 1366.51013 1365.55518 1366.92090 1365.80835
19980222 1366.07300 1366.52722 1365.61890 1366.93835 1365.87207
19980223 1366.02844 1366.47205 1365.58484 1366.88367 1365.83801
19980224 1365.93872 1366.40308 1365.47107 1366.81519 1365.72424
19980225 1365.86182 1366.30420 1365.41931 1366.71680 1365.67236
19980226 1365.84363 1366.31213 1365.37512 1366.72522 1365.62805
19980227 1365.89954 1366.35620 1365.44287 1366.76990 1365.69580
19980228 1365.87097 1366.33545 1365.40662 1366.74951 1365.65955
19980301 1365.73120 1366.18262 1365.28088 1366.59705 1365.53381
19980302 1365.61670 1366.07642 1365.15710 1366.49121 1365.40991
19980303 1365.51465 1365.98535 1365.04395 1366.40063 1365.29663
19980304  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980305  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19980306 1365.67542 1366.14417 1365.20959 1366.56116 1365.46155
19980307 1365.69885 1366.17761 1365.22021 1366.59509 1365.47241
19980308 1365.67529 1366.13257 1365.21802 1366.55042 1365.47058
19980309 1365.70044 1366.16687 1365.23413 1366.58508 1365.48682
19980310 1365.76416 1366.23352 1365.29492 1366.65210 1365.54761
19980311 1365.85950 1366.31177 1365.40869 1366.73096 1365.66125
19980312 1365.83618 1366.28821 1365.38403 1366.70801 1365.63647
19980313 1365.81091 1366.26685 1365.35486 1366.68738 1365.60693
19980314 1365.55688 1366.01428 1365.09949 1366.43555 1365.35120
19980315 1365.16309 1365.60535 1364.72083 1366.02734 1364.97229
19980316 1365.08313 1365.53564 1364.63599 1365.95825 1364.88721
19980317 1365.22815 1365.68701 1364.76929 1366.11011 1365.02039
19980318 1365.47107 1365.93201 1365.01025 1366.35547 1365.26147
